fpr,tpr
0.0,0.0
0.0,0.001447178002894356
0.0,0.002894356005788712
0.0014903129657228018,0.002894356005788712
0.0014903129657228018,0.004341534008683068
0.0029806259314456036,0.004341534008683068
0.0029806259314456036,0.005788712011577424
0.004470938897168405,0.005788712011577424
0.004470938897168405,0.008683068017366137
0.005961251862891207,0.008683068017366137
0.005961251862891207,0.011577424023154847
0.007451564828614009,0.011577424023154847
0.007451564828614009,0.013024602026049204
0.00894187779433681,0.013024602026049204
0.00894187779433681,0.015918958031837915
0.010432190760059613,0.015918958031837915
0.010432190760059613,0.017366136034732273
0.011922503725782414,0.017366136034732273
0.011922503725782414,0.024602026049204053
0.014903129657228018,0.024602026049204053
0.014903129657228018,0.02604920405209841
0.01639344262295082,0.02604920405209841
0.01639344262295082,0.027496382054992764
0.01788375558867362,0.027496382054992764
0.01788375558867362,0.02894356005788712
0.022354694485842028,0.02894356005788712
0.022354694485842028,0.03473227206946455
0.02384500745156483,0.03473227206946455
0.02384500745156483,0.03907380607814761
0.026825633383010434,0.03907380607814761
0.026825633383010434,0.04052098408104197
0.029806259314456036,0.04052098408104197
0.029806259314456036,0.04341534008683068
0.03129657228017884,0.04486251808972504
0.03129657228017884,0.049204052098408106
0.03427719821162444,0.049204052098408106
0.03427719821162444,0.05065123010130246
0.037257824143070044,0.05065123010130246
0.037257824143070044,0.059334298118668596
0.038748137108792845,0.059334298118668596
0.038748137108792845,0.06657018813314038
0.041728763040238454,0.06657018813314038
0.041728763040238454,0.06801736613603473
0.04769001490312966,0.06801736613603473
0.04769001490312966,0.07091172214182344
0.05067064083457526,0.07091172214182344
0.05067064083457526,0.07525325615050651
0.05216095380029806,0.07525325615050651
0.05216095380029806,0.07814761215629522
0.05663189269746647,0.07814761215629522
0.05663189269746647,0.08827785817655572
0.05812220566318927,0.08827785817655572
0.05812220566318927,0.09117221418234443
0.06110283159463487,0.09117221418234443
0.06110283159463487,0.09261939218523878
0.06259314456035768,0.09261939218523878
0.06259314456035768,0.09406657018813314
0.06706408345752608,0.09406657018813314
0.06706408345752608,0.0955137481910275
0.07004470938897168,0.0955137481910275
0.07004470938897168,0.10564399421128799
0.07153502235469449,0.10564399421128799
0.07153502235469449,0.10998552821997105
0.07302533532041729,0.10998552821997105
0.07302533532041729,0.11143270622286541
0.07600596125186289,0.11143270622286541
0.07600596125186289,0.11287988422575977
0.07749627421758569,0.11287988422575977
0.07749627421758569,0.12445730824891461
0.07898658718330849,0.12445730824891461
0.07898658718330849,0.12590448625180897
0.08047690014903129,0.12590448625180897
0.08047690014903129,0.1287988422575977
0.08345752608047691,0.1287988422575977
0.08345752608047691,0.13024602026049203
0.08494783904619971,0.13024602026049203
0.08494783904619971,0.15195369030390737
0.08792846497764531,0.15195369030390737
0.08792846497764531,0.15340086830680175
0.09239940387481371,0.15340086830680175
0.09239940387481371,0.16931982633863965
0.09388971684053651,0.16931982633863965
0.09388971684053651,0.17221418234442837
0.09538002980625931,0.17221418234442837
0.09538002980625931,0.17800289435600578
0.09836065573770492,0.17800289435600578
0.09836065573770492,0.1808972503617945
0.09985096870342772,0.1808972503617945
0.09985096870342772,0.18523878437047755
0.10283159463487332,0.18523878437047755
0.10283159463487332,0.18813314037626627
0.10432190760059612,0.18813314037626627
0.10432190760059612,0.20260492040520983
0.10581222056631892,0.20260492040520983
0.10581222056631892,0.22141823444283648
0.10730253353204174,0.22141823444283648
0.10730253353204174,0.22431259044862517
0.10879284649776454,0.22431259044862517
0.10879284649776454,0.2272069464544139
0.11028315946348734,0.2272069464544139
0.11028315946348734,0.22865412445730826
0.11177347242921014,0.22865412445730826
0.11177347242921014,0.23299565846599132
0.11326378539493294,0.23299565846599132
0.11326378539493294,0.23444283646888567
0.11475409836065574,0.23444283646888567
0.11475409836065574,0.23878437047756873
0.11624441132637854,0.23878437047756873
0.11624441132637854,0.2460202604920405
0.11773472429210134,0.2460202604920405
0.11773472429210134,0.25180897250361794
0.11922503725782414,0.25180897250361794
0.11922503725782414,0.2532561505065123
0.12071535022354694,0.2532561505065123
0.12071535022354694,0.25470332850940663
0.12369597615499255,0.25470332850940663
0.12369597615499255,0.2575976845151954
0.12816691505216096,0.2575976845151954
0.13114754098360656,0.2575976845151954
0.13412816691505217,0.2575976845151954
0.13412816691505217,0.2633863965267728
0.13710879284649777,0.2633863965267728
0.13710879284649777,0.26483357452966716
0.14008941877794337,0.26483357452966716
0.14008941877794337,0.2937771345875543
0.14157973174366617,0.2937771345875543
0.14157973174366617,0.2952243125904486
0.14307004470938897,0.2952243125904486
0.14307004470938897,0.2995658465991317
