precision,recall
0.5663934426229508,1.0
0.5660377358490566,0.9985528219971056
0.5665024630541872,0.9985528219971056
0.5669679539852095,0.9985528219971056
0.5674342105263158,0.9985528219971056
0.5679012345679012,0.9985528219971056
0.5683690280065898,0.9985528219971056
0.5688375927452597,0.9985528219971056
0.5693069306930693,0.9985528219971056
0.5697770437654831,0.9985528219971056
0.5702479338842975,0.9985528219971056
0.5707196029776674,0.9985528219971056
0.5711920529801324,0.9985528219971056
0.5716652858326429,0.9985528219971056
0.572139303482587,0.9985528219971056
0.5726141078838174,0.9985528219971056
0.5730897009966778,0.9985528219971056
0.57356608478803,0.9985528219971056
0.5740432612312812,0.9985528219971056
0.5745212323064113,0.9985528219971056
0.575,0.9985528219971056
0.5754795663052544,0.9985528219971056
0.5759599332220368,0.9985528219971056
0.5764411027568922,0.9985528219971056
0.5769230769230769,0.9985528219971056
0.5774058577405857,0.9985528219971056
0.5778894472361809,0.9985528219971056
0.5783738474434199,0.9985528219971056
0.5788590604026845,0.9985528219971056
0.5793450881612091,0.9985528219971056
0.5798319327731093,0.9985528219971056
0.5803195962994113,0.9985528219971056
0.5808080808080808,0.9985528219971056
0.5812973883740522,0.9985528219971056
0.581787521079258,0.9985528219971056
0.5822784810126582,0.9985528219971056
0.5827702702702703,0.9985528219971056
0.5832628909551987,0.9985528219971056
0.583756345177665,0.9985528219971056
0.584250635055038,0.9985528219971056
0.5847457627118644,0.9985528219971056
0.5852417302798982,0.9985528219971056
0.5857385398981324,0.9985528219971056
0.5862361937128292,0.9985528219971056
0.5867346938775511,0.9985528219971056
0.5872340425531914,0.9985528219971056
0.5877342419080068,0.9985528219971056
0.5882352941176471,0.9985528219971056
0.5887372013651877,0.9985528219971056
0.5892399658411615,0.9985528219971056
0.5897435897435898,0.9985528219971056
0.5902480752780154,0.9985528219971056
0.5907534246575342,0.9985528219971056
0.5912596401028277,0.9985528219971056
0.5917667238421955,0.9985528219971056
0.592274678111588,0.9985528219971056
0.5927835051546392,0.9985528219971056
0.5932932072227,0.9985528219971056
0.5938037865748709,0.9985528219971056
0.5943152454780362,0.9985528219971056
0.5948275862068966,0.9985528219971056
0.5953408110440035,0.9985528219971056
0.5958549222797928,0.9985528219971056
0.5963699222126189,0.9985528219971056
0.596885813148789,0.9985528219971056
0.5974025974025974,0.9985528219971056
0.5979202772963604,0.9985528219971056
0.598438855160451,0.9985528219971056
0.5989583333333334,0.9985528219971056
0.5994787141615986,0.9985528219971056
0.6,0.9985528219971056
0.6005221932114883,0.9985528219971056
0.6010452961672473,0.9985528219971056
0.6015693112467306,0.9985528219971056
0.6020942408376964,0.9985528219971056
0.6026200873362445,0.9985528219971056
0.6031468531468531,0.9985528219971056
0.6036745406824147,0.9985528219971056
0.6042031523642732,0.9985528219971056
0.6047326906222612,0.9985528219971056
0.6052631578947368,0.9985528219971056
0.6057945566286216,0.9985528219971056
0.6063268892794376,0.9985528219971056
0.6068601583113457,0.9985528219971056
0.6073943661971831,0.9985528219971056
0.6079295154185022,0.9985528219971056
0.6084656084656085,0.9985528219971056
0.6090026478375993,0.9985528219971056
0.6095406360424028,0.9985528219971056
0.610079575596817,0.9985528219971056
0.6106194690265486,0.9985528219971056
0.6111603188662533,0.9985528219971056
0.6117021276595744,0.9985528219971056
0.6122448979591837,0.9985528219971056
0.6127886323268206,0.9985528219971056
0.6133333333333333,0.9985528219971056
0.6138790035587188,0.9985528219971056
0.6144256455921638,0.9985528219971056
0.6149732620320856,0.9985528219971056
0.6155218554861731,0.9985528219971056
0.6160714285714286,0.9985528219971056
0.6166219839142091,0.9985528219971056
0.6171735241502684,0.9985528219971056
0.6177260519247986,0.9985528219971056
0.6182795698924731,0.9985528219971056
0.6188340807174888,0.9985528219971056
0.6193895870736086,0.9985528219971056
0.6199460916442049,0.9985528219971056
0.6205035971223022,0.9985528219971056
0.6210621062106211,0.9985528219971056
0.6216216216216216,0.9985528219971056
0.6221821460775473,0.9985528219971056
0.6227436823104693,0.9985528219971056
0.6233062330623306,0.9985528219971056
0.6238698010849909,0.9985528219971056
0.6244343891402715,0.9985528219971056
0.625,0.9985528219971056
0.6255666364460563,0.9985528219971056
0.6261343012704175,0.9985528219971056
0.6267029972752044,0.9985528219971056
0.6272727272727273,0.9985528219971056
0.6278434940855323,0.9985528219971056
0.6284153005464481,0.9985528219971056
0.6289881494986327,0.9985528219971056
0.6295620437956204,0.9985528219971056
0.6301369863013698,0.9985528219971056
0.6307129798903108,0.9985528219971056
0.6312900274473925,0.9985528219971056
0.6318681318681318,0.9985528219971056
0.6324472960586618,0.9985528219971056
0.6330275229357798,0.9985528219971056
0.6336088154269972,0.9985528219971056
0.6341911764705882,0.9985528219971056
0.6347746090156394,0.9985528219971056
0.6353591160220995,0.9985528219971056
0.6359447004608295,0.9985528219971056
0.6365313653136532,0.9985528219971056
0.6371191135734072,0.9985528219971056
0.6377079482439926,0.9985528219971056
0.6382978723404256,0.9985528219971056
0.6388888888888888,0.9985528219971056
0.6394810009267841,0.9985528219971056
0.640074211502783,0.9985528219971056
0.6406685236768802,0.9985528219971056
0.6412639405204461,0.9985528219971056
0.641860465116279,0.9985528219971056
0.6424581005586593,0.9985528219971056
0.6430568499534017,0.9985528219971056
0.6436567164179104,0.9985528219971056
0.6442577030812325,0.9985528219971056
0.6448598130841121,0.9985528219971056
0.6454630495790459,0.9985528219971056
0.6460674157303371,0.9985528219971056
0.6466729147141518,0.9985528219971056
0.6472795497185742,0.9985528219971056
0.647887323943662,0.9985528219971056
0.6484962406015038,0.9985528219971056
0.6491063029162747,0.9985528219971056
0.6497175141242938,0.9985528219971056
0.6503298774740811,0.9985528219971056
0.6509433962264151,0.9985528219971056
0.6515580736543909,0.9985528219971056
0.6521739130434783,0.9985528219971056
0.6527909176915799,0.9985528219971056
0.6534090909090909,0.9985528219971056
0.6540284360189573,0.9985528219971056
0.6546489563567363,0.9985528219971056
0.6552706552706553,0.9985528219971056
0.655893536121673,0.9985528219971056
0.6565176022835395,0.9985528219971056
0.6571428571428571,0.9985528219971056
0.657769304099142,0.9985528219971056
0.6583969465648855,0.9985528219971056
0.6590257879656161,0.9985528219971056
0.6596558317399618,0.9985528219971056
0.6602870813397129,0.9985528219971056
0.6609195402298851,0.9985528219971056
0.6615532118887824,0.9985528219971056
0.6621880998080614,0.9985528219971056
0.6628242074927954,0.9985528219971056
0.6634615384615384,0.9985528219971056
0.6641000962463908,0.9985528219971056
0.6647398843930635,0.9985528219971056
0.665380906460945,0.9985528219971056
0.666023166023166,0.9985528219971056
0.6666666666666666,0.9985528219971056
0.6673114119922631,0.9985528219971056
0.6679574056147144,0.9985528219971056
0.6686046511627907,0.9985528219971056
0.6682832201745877,0.9971056439942113
