precision,recall
0.5073421439060205,1.0
0.5626134301270418,0.8972503617945007
0.5622161671207992,0.8958031837916064
0.5618181818181818,0.894356005788712
0.5623293903548681,0.894356005788712
0.5619307832422586,0.8929088277858177
0.5615314494074749,0.8914616497829233
0.5620437956204379,0.8914616497829233
0.5625570776255707,0.8914616497829233
0.5635864592863677,0.8914616497829233
0.5631868131868132,0.8900144717800289
0.563302752293578,0.8885672937771346
0.5638200183654729,0.8885672937771346
0.5639374425022999,0.8871201157742402
0.5640552995391706,0.8856729377713459
0.5636531365313653,0.8842257597684515
0.564173591874423,0.8842257597684515
0.5633672525439408,0.8813314037626628
0.564935064935065,0.8813314037626628
0.5654596100278552,0.8813314037626628
0.5661080074487895,0.8798842257597684
0.5666356011183598,0.8798842257597684
0.5676937441643324,0.8798842257597684
0.567820392890552,0.8784370477568741
0.5684803001876173,0.8769898697539797
0.568075117370892,0.8755426917510853
0.568609022556391,0.8755426917510853
0.5682031984948259,0.874095513748191
0.568738229755179,0.874095513748191
0.5704824976348155,0.8726483357452967
0.5710227272727273,0.8726483357452967
0.571563981042654,0.8726483357452967
0.5721062618595826,0.8726483357452967
0.5726495726495726,0.8726483357452967
0.5733333333333334,0.8712011577424024
0.5730659025787965,0.8683068017366136
0.5737547892720306,0.8668596237337193
0.5743048897411314,0.8668596237337193
0.5741811175337187,0.8625180897250362
0.5737704918032787,0.8610709117221418
0.5739130434782609,0.8596237337192475
0.5746124031007752,0.8581765557163531
0.574199806013579,0.8567293777134588
0.5737864077669903,0.8552821997105644
0.5744888023369036,0.85383502170767
0.5750487329434698,0.85383502170767
0.5756097560975609,0.85383502170767
0.576171875,0.85383502170767
0.576320939334638,0.8523878437047757
0.5774509803921568,0.8523878437047757
0.577036310107949,0.8509406657018813
0.5766208251473477,0.849493487698987
0.5771878072763028,0.849493487698987
0.577755905511811,0.849493487698987
0.5783251231527093,0.849493487698987
0.5788954635108481,0.849493487698987
0.5780632411067194,0.8465991316931982
0.5776458951533135,0.8451519536903039
0.5783730158730159,0.8437047756874095
0.5779543197616683,0.8422575976845152
0.5785288270377733,0.8422575976845152
0.5798403193612774,0.8408104196816208
0.5794205794205795,0.8393632416787264
0.5795795795795796,0.8379160636758322
0.5801603206412825,0.8379160636758322
0.5807422266800402,0.8379160636758322
0.5813253012048193,0.8379160636758322
0.5814889336016097,0.8364688856729378
0.5820745216515609,0.8364688856729378
0.5816532258064516,0.8350217076700435
0.5822401614530777,0.8350217076700435
0.582995951417004,0.8335745296671491
0.5825734549138805,0.8321273516642547
0.582741116751269,0.8306801736613604
0.5839267548321465,0.8306801736613604
0.5835030549898167,0.829232995658466
0.5840978593272171,0.829232995658466
0.585291113381001,0.829232995658466
0.5848670756646217,0.8277858176555717
0.5854657113613101,0.8277858176555717
0.5846153846153846,0.8248914616497829
0.5841889117043121,0.8234442836468886
0.5837615621788284,0.8219971056439942
0.5843621399176955,0.8219971056439942
0.5855670103092784,0.8219971056439942
0.586171310629515,0.8219971056439942
0.5857438016528925,0.8205499276410999
0.5853154084798345,0.8191027496382055
0.5859213250517599,0.8191027496382055
