recall,precision,Species
1.0,0.5157465728047425,setaria
0.999658764367816,0.5164801148586303,setaria
0.9996408045977011,0.518394935401104,setaria
0.9996408045977011,0.5203334083869766,setaria
0.9996408045977011,0.5222864331586856,setaria
0.9996408045977011,0.5242541741904229,setaria
0.9993714080459769,0.526094914127162,setaria
0.9992636494252872,0.5280351603343413,setaria
0.9989224137931034,0.5298663154772402,setaria
0.9988685344827584,0.5318644234972881,setaria
0.998221982758621,0.5335611625336589,setaria
0.9981142241379312,0.5355600020196822,setaria
0.9974856321839084,0.5372938873025163,setaria
0.9973778735632186,0.5393227299127157,setaria
0.9971264367816094,0.5412895601809338,setaria
0.996623563218391,0.5431345541278023,setaria
0.9964080459770116,0.5451515303547707,setaria
0.9964080459770116,0.5473026714764372,setaria
0.9964080459770116,0.5494708564686199,setaria
0.9964080459770116,0.5516562886996342,setaria
0.9963002873563218,0.5537991927737975,setaria
0.9956896551724139,0.555678802001937,setaria
0.9953663793103449,0.5577344372557758,setaria
0.9952765804597699,0.5599380629376646,setaria
0.9949712643678161,0.562106448454762,setaria
0.9946120689655172,0.5642391895911809,setaria
0.9944683908045977,0.5664661611314037,setaria
0.9942528735632183,0.5686705464006965,setaria
0.9939116379310343,0.5708206190629354,setaria
0.993085488505747,0.5727090706597171,setaria
0.9927083333333329,0.5748733201816834,setaria
0.9916846264367818,0.5766795012685949,setaria
0.9913793103448277,0.5789206161664915,setaria
0.9913793103448277,0.5813594674384455,setaria
0.9913793103448277,0.5838189542438648,setaria
0.9913793103448277,0.5862993395969591,setaria
0.9913793103448277,0.5888008910007477,setaria
0.9913433908045978,0.5913024144058159,setaria
0.9909662356321839,0.5936210806630148,setaria
0.9906609195402293,0.5960030864331454,setaria
0.9906609195402293,0.5985901941895655,setaria
0.9903196839080459,0.6009927526033008,setaria
0.9900682471264368,0.60347102248997,setaria
0.9894935344827589,0.6057732856793437,setaria
0.9891702586206895,0.6082505102373656,setaria
0.9883441091954028,0.6104389768404135,setaria
0.9879130747126436,0.6128922639498352,setaria
0.9877693965517238,0.6155466088040571,setaria
0.98742816091954,0.6181010952215973,setaria
0.987266522988506,0.6207914405387955,setaria
0.9870689655172417,0.623483767111167,setaria
0.986781609195402,0.6261434486150753,setaria
0.9863864942528737,0.6287589195109058,setaria
0.9863505747126439,0.6316284832082525,setaria
0.9862428160919541,0.6344781951244421,setaria
0.9858836206896552,0.6371919746321321,setaria
0.9853089080459771,0.6397911958020199,setaria
0.9852729885057471,0.6427662584854095,setaria
0.9849317528735633,0.6455691446583692,setaria
0.9846623563218391,0.6484457962645032,setaria
0.9845545977011494,0.6514569573813638,setaria
0.9845545977011494,0.6545684053674882,setaria
0.9840696839080456,0.6573855296104096,setaria
0.9834770114942529,0.6601579969654021,setaria
0.9832255747126443,0.6631871190807906,setaria
0.9827945402298848,0.6661242053370444,setaria
0.9823994252873561,0.6691144814576648,setaria
0.9823635057471265,0.6723799077708644,setaria
0.9817528735632184,0.6752821915367762,setaria
0.98132183908046,0.6783378274838124,setaria
0.9811242816091956,0.6815857860506402,setaria
0.9808728448275863,0.6848289002837893,setaria
0.9803879310344825,0.6879406978383649,setaria
0.9798850574712643,0.691071772246669,setaria
0.979454022988506,0.6942851976810742,setaria
0.9789152298850574,0.6974549962344014,setaria
0.9780352011494251,0.7004127214903534,setaria
0.977155172413793,0.7034013318246408,setaria
0.9757722701149426,0.7060567891976628,setaria
0.9740301724137931,0.7084791330344349,setaria
0.9727011494252873,0.7112294710467844,setaria
0.9723419540229884,0.7147206786912219,setaria
0.9714978448275857,0.7178913687002854,setaria
0.9712643678160916,0.7215494068093695,setaria
0.9710668103448274,0.7252730790961913,setaria
0.9693067528735633,0.7278638288297914,setaria
0.9682650862068964,0.7310249849406465,setaria
0.9669899425287358,0.7340437729704081,setaria
0.9662715517241379,0.7375203797752722,setaria
0.9642241379310343,0.7400149737630336,setaria
0.9629130747126435,0.7431060596810232,setaria
0.9619252873563218,0.7464823139460978,setaria
0.9608117816091954,0.749798597769213,setaria
0.9601472701149427,0.7535044196724706,setaria
0.9592313218390803,0.7570532411023928,setaria
0.9580639367816088,0.7604433171934188,setaria
0.9572018678160923,0.7641166793005711,setaria
0.9563218390804595,0.7678173030523117,setaria
0.9552262931034482,0.7713866203851106,setaria
0.9540589080459769,0.7749399820302456,setaria
0.9529633620689651,0.7785929758069695,setaria
0.9516882183908043,0.7821420214342688,setaria
0.9504489942528738,0.785762824437487,setaria
0.9498922413793105,0.7899946527375523,setaria
0.948832614942529,0.7938556873924513,setaria
0.9477550287356321,0.7977497418819175,setaria
0.9472162356321838,0.8021469106508963,setaria
0.9465876436781606,0.80652061085496,setaria
0.9454561781609196,0.8105178172644265,setaria
0.9443606321839078,0.8145957707641382,setaria
0.9436781609195402,0.819082504833666,setaria
0.9427262931034482,0.8233905390494174,setaria
0.9417744252873561,0.8277526123454614,setaria
0.9396551724137933,0.8311375921224616,setaria
0.9380028735632185,0.83498191848198,setaria
0.9354885057471263,0.838103358110952,setaria
0.9339798850574711,0.8421722698097671,setaria
0.9323994252873561,0.8462284588696523,setaria
0.9305854885057473,0.8501248863957596,setaria
0.9281968390804597,0.8535443527225954,setaria
0.9267241379310341,0.8578576583011988,setaria
0.924676724137931,0.8616918219881979,setaria
0.921282327586207,0.8643148106741411,setaria
0.9181752873563218,0.8672450770306319,setaria
0.9159303160919541,0.8710356135528811,setaria
0.9136673850574711,0.8748600370868218,setaria
0.9109554597701146,0.8783053819942286,setaria
0.9084949712643677,0.882042147644909,setaria
0.9056393678160916,0.8854458432731119,setaria
0.9026041666666667,0.8887193031924209,setaria
0.8998024425287356,0.8922725100522244,setaria
0.8968570402298848,0.8957495583540058,setaria
0.8931034482758623,0.8987548551837395,setaria
0.8904094827586209,0.9025695027804268,setaria
0.8883081896551722,0.9070446565034205,setaria
0.8851293103448276,0.9104768407691491,setaria
0.8826508620689655,0.9146872091001315,setaria
0.8787895114942529,0.9175153994939643,setaria
0.8745869252873565,0.9200281218935267,setaria
0.8699533045977009,0.9221229234152318,setaria
0.8664511494252872,0.9254577362526908,setaria
0.862212643678161,0.9280509235972533,setaria
0.8576867816091955,0.9303740888067005,setaria
0.8537715517241379,0.9334006533628662,setaria
0.8493534482758619,0.935921311268485,setaria
0.8448635057471264,0.9384009075527902,setaria
0.840086206896552,0.9406018767228466,setaria
0.8363146551724139,0.9439712470159914,setaria
0.8314116379310346,0.9461089031439702,setaria
0.8278196839080458,0.9497854231932775,setaria
0.8234554597701148,0.9526295978155266,setaria
0.819055316091954,0.9554812094868353,setaria
0.8147988505747126,0.9585482005417829,setaria
0.8101293103448274,0.9611779008665791,setaria
0.8040768678160918,0.9621966021136912,setaria
