45,arabidopsis,5leaderP
102,arabidopsis,5leaderP
28,arabidopsis,5leaderP
34,arabidopsis,CAGE
27,arabidopsis,5leaderP
113,arabidopsis,CAGE
55,arabidopsis,CAGE
127,arabidopsis,5leaderP
5,arabidopsis,CAGE
57,arabidopsis,CAGE
57,arabidopsis,CAGE
126,arabidopsis,CAGE
211,arabidopsis,5leaderP
87,arabidopsis,5leaderP
174,arabidopsis,5leaderP
94,arabidopsis,5leaderP
70,arabidopsis,5leaderP
117,arabidopsis,5leaderP
22,arabidopsis,CAGE
92,arabidopsis,CAGE
27,arabidopsis,CAGE
76,arabidopsis,5leaderP
27,arabidopsis,CAGE
163,arabidopsis,CAGE
30,arabidopsis,5leaderP
81,arabidopsis,CAGE
78,arabidopsis,5leaderP
160,arabidopsis,CAGE
155,arabidopsis,5leaderP
73,arabidopsis,5leaderP
83,arabidopsis,5leaderP
167,arabidopsis,CAGE
185,arabidopsis,CAGE
73,arabidopsis,5leaderP
141,arabidopsis,CAGE
78,arabidopsis,5leaderP
24,arabidopsis,CAGE
31,arabidopsis,5leaderP
128,arabidopsis,CAGE
235,arabidopsis,CAGE
129,arabidopsis,CAGE
20,arabidopsis,CAGE
8,arabidopsis,CAGE
158,arabidopsis,5leaderP
156,arabidopsis,CAGE
19,arabidopsis,5leaderP
64,arabidopsis,5leaderP
29,arabidopsis,5leaderP
80,arabidopsis,5leaderP
49,arabidopsis,5leaderP
141,arabidopsis,CAGE
144,arabidopsis,CAGE
95,arabidopsis,CAGE
45,arabidopsis,CAGE
0,arabidopsis,CAGE
89,arabidopsis,CAGE
121,arabidopsis,CAGE
36,arabidopsis,CAGE
104,arabidopsis,5leaderP
122,arabidopsis,5leaderP
60,arabidopsis,5leaderP
66,arabidopsis,5leaderP
4,arabidopsis,CAGE
139,arabidopsis,5leaderP
195,arabidopsis,5leaderP
39,arabidopsis,5leaderP
13,arabidopsis,5leaderP
105,arabidopsis,CAGE
143,arabidopsis,CAGE
79,arabidopsis,5leaderP
88,arabidopsis,5leaderP
15,arabidopsis,5leaderP
68,arabidopsis,5leaderP
54,arabidopsis,5leaderP
49,arabidopsis,CAGE
20,arabidopsis,CAGE
13,arabidopsis,CAGE
22,arabidopsis,CAGE
67,arabidopsis,5leaderP
1,arabidopsis,5leaderP
9,arabidopsis,CAGE
3,arabidopsis,CAGE
26,arabidopsis,5leaderP
41,arabidopsis,5leaderP
35,arabidopsis,CAGE
39,arabidopsis,5leaderP
15,arabidopsis,5leaderP
98,arabidopsis,CAGE
17,arabidopsis,5leaderP
33,arabidopsis,5leaderP
149,arabidopsis,CAGE
36,arabidopsis,5leaderP
5,arabidopsis,CAGE
36,arabidopsis,5leaderP
1,arabidopsis,CAGE
75,arabidopsis,5leaderP
13,arabidopsis,CAGE
69,arabidopsis,CAGE
97,arabidopsis,5leaderP
130,arabidopsis,CAGE
227,arabidopsis,CAGE
73,arabidopsis,5leaderP
39,arabidopsis,CAGE
106,arabidopsis,CAGE
22,arabidopsis,5leaderP
183,arabidopsis,5leaderP
62,arabidopsis,5leaderP
217,arabidopsis,5leaderP
81,arabidopsis,5leaderP
70,arabidopsis,5leaderP
134,arabidopsis,CAGE
97,arabidopsis,5leaderP
81,arabidopsis,CAGE
27,arabidopsis,5leaderP
16,arabidopsis,5leaderP
37,arabidopsis,5leaderP
180,arabidopsis,5leaderP
50,arabidopsis,5leaderP
40,arabidopsis,CAGE
4,arabidopsis,CAGE
64,arabidopsis,5leaderP
235,arabidopsis,CAGE
188,arabidopsis,CAGE
65,arabidopsis,5leaderP
131,arabidopsis,CAGE
81,arabidopsis,CAGE
3,arabidopsis,5leaderP
16,arabidopsis,5leaderP
73,arabidopsis,CAGE
60,arabidopsis,5leaderP
42,arabidopsis,CAGE
49,arabidopsis,CAGE
192,arabidopsis,5leaderP
37,arabidopsis,CAGE
58,arabidopsis,5leaderP
64,arabidopsis,5leaderP
80,arabidopsis,5leaderP
68,arabidopsis,5leaderP
12,arabidopsis,CAGE
26,arabidopsis,5leaderP
32,arabidopsis,5leaderP
64,arabidopsis,5leaderP
110,arabidopsis,CAGE
12,arabidopsis,CAGE
22,arabidopsis,CAGE
23,arabidopsis,5leaderP
30,arabidopsis,5leaderP
243,arabidopsis,CAGE
149,arabidopsis,CAGE
52,arabidopsis,CAGE
85,arabidopsis,5leaderP
67,arabidopsis,5leaderP
153,arabidopsis,CAGE
