fpr,tpr,Species
0.0,0.0,tx436_test
0.0,0.0066393136889220435,tx436_test
0.0,0.015031704587840358,tx436_test
0.0,0.0205893323386796,tx436_test
0.0,0.031555389779932864,tx436_test
0.0,0.042260350615442,tx436_test
0.0,0.049123461395001865,tx436_test
0.0,0.05654606490115629,tx436_test
0.0,0.064005967922417,tx436_test
0.0,0.07601641178664678,tx436_test
0.0,0.08280492353599403,tx436_test
0.0,0.08951883625512869,tx436_test
0.0,0.10055949272659455,tx436_test
0.0,0.1101454681089146,tx436_test
0.0,0.1208131294293174,tx436_test
0.0,0.12913092129802312,tx436_test
0.0,0.13935098843715032,tx436_test
0.0,0.1567698619917941,tx436_test
0.0,0.17452443118239463,tx436_test
7.459903021260725e-05,0.1900410294666169,tx436_test
0.0001864975755315181,0.2000372995151063,tx436_test
0.0001864975755315181,0.2083923908989183,tx436_test
0.0002237970906378217,0.22178291682208134,tx436_test
0.000596792241700858,0.24543080939947784,tx436_test
0.0007459903021260724,0.28828795225662074,tx436_test
0.0008951883625512868,0.3264453562103693,tx436_test
0.0009324878776575904,0.3533010070869079,tx436_test
0.0010816859380828048,0.36415516598284225,tx436_test
0.0014919806042521448,0.3867586721372622,tx436_test
0.0015665796344647518,0.42118612458038046,tx436_test
0.002014173815740395,0.4446848190973517,tx436_test
0.0024617679970160384,0.45497948526669163,tx436_test
0.0029466616933979863,0.4665423349496457,tx436_test
0.0033942558746736288,0.48922044013427823,tx436_test
0.0038418500559492725,0.5371130175307721,tx436_test
0.004140246176799702,0.5468108914584111,tx436_test
0.004625139873181648,0.554046997389034,tx436_test
0.005072734054457293,0.5642297650130548,tx436_test
0.005371130175307721,0.5856396866840732,tx436_test
0.005818724356583366,0.5991794106676613,tx436_test
0.006303618052965311,0.6055203282357329,tx436_test
0.006751212234240955,0.6156284968295412,tx436_test
0.007236105930622902,0.6275643416635583,tx436_test
0.007683700111898545,0.6425214472211861,tx436_test
0.008168593808280491,0.6561730697500934,tx436_test
0.008616187989556138,0.6621409921671019,tx436_test
0.009101081685938083,0.6740022379709064,tx436_test
0.009548675867213727,0.6794106676613205,tx436_test
0.010033569563595673,0.688810145468109,tx436_test
0.010555762775083924,0.6960462513987319,tx436_test
0.011264453562103694,0.7031331592689295,tx436_test
0.011786646773591944,0.70787019768743,tx436_test
0.01227154046997389,0.7143603133159269,tx436_test
0.012719134651249533,0.7230138008205893,tx436_test
0.01320402834763148,0.726519955240582,tx436_test
0.013651622528907125,0.7289071242073855,tx436_test
0.014136516225289072,0.7412159641924655,tx436_test
0.014584110406564715,0.7591943304737039,tx436_test
0.015069004102946662,0.7678478179783663,tx436_test
0.015516598284222305,0.7738530399104812,tx436_test
0.01600149198060425,0.7787765759045132,tx436_test
0.016449086161879893,0.7919806042521447,tx436_test
0.016933979858261845,0.7940693770980978,tx436_test
0.017381574039537488,0.7972771353972398,tx436_test
0.017866467735919433,0.8040656471465871,tx436_test
0.018314061917195076,0.8065274151436033,tx436_test
0.01879895561357702,0.8085415889593435,tx436_test
0.019246549794852665,0.8126818351361432,tx436_test
0.019843342036553527,0.8176053711301753,tx436_test
0.02036553524804177,0.8220067139127192,tx436_test
0.021223424095486755,0.8270048489369639,tx436_test
0.0216710182767624,0.8339425587467364,tx436_test
0.02215591197314435,0.8375979112271541,tx436_test
0.022603506154419993,0.8430436404326743,tx436_test
0.02308839985080194,0.8455800074599029,tx436_test
0.023535994032077585,0.851958224543081,tx436_test
0.024058187243565832,0.8562103692651994,tx436_test
0.024654979485266692,0.85994032077583,tx436_test
0.025139873181648637,0.8634464751958225,tx436_test
0.025587467362924284,0.8658709436777322,tx436_test
0.026184259604625136,0.866467735919433,tx436_test
0.02670645281611339,0.8687430063409176,tx436_test
0.027228646027601645,0.8702349869451697,tx436_test
0.027825438269302498,0.8728086534875047,tx436_test
0.028310331965684443,0.8743752331219694,tx436_test
0.02875792614696009,0.8762775083923909,tx436_test
0.02924281984334204,0.8772472957851548,tx436_test
0.029839612085042894,0.879970160387915,tx436_test
0.030585602387168963,0.8818351361432301,tx436_test
0.03118239462886982,0.8835882133532265,tx436_test
0.03177918687057068,0.8844088026855651,tx436_test
0.032301380082058934,0.8867213726221559,tx436_test
0.03278627377844088,0.8884371503170458,tx436_test
0.03338306602014174,0.8902275270421484,tx436_test
0.034352853412905636,0.8926892950391645,tx436_test
0.035098843715031705,0.8938828795225662,tx436_test
0.03621782916822082,0.8952256620663931,tx436_test
0.037262215591197315,0.8957851547929877,tx436_test
0.03789630734800448,0.8977247295785155,tx436_test
0.03886609474076837,0.8993659082431928,tx436_test
0.03987318164863857,0.9000372995151062,tx436_test
0.040768370011189846,0.9007832898172323,tx436_test
0.04192465497948526,0.9019022752704215,tx436_test
0.04267064528161134,0.9038045505408429,tx436_test
0.043416635583737415,0.9049235359940321,tx436_test
0.04386422976501305,0.9062290190227527,tx436_test
0.04446102200671391,0.9075718015665796,tx436_test
0.04513241327862738,0.9091010816859381,tx436_test
0.04565460649011563,0.9105184632599777,tx436_test
0.04625139873181648,0.9133159268929504,tx436_test
0.04710928757926147,0.91473330846699,tx436_test
0.04800447594181275,0.9160387914957105,tx436_test
0.04882506527415144,0.9170085788884744,tx436_test
0.04964565460649011,0.9176799701603879,tx436_test
0.0505781424841477,0.9192465497948528,tx436_test
0.05139873181648639,0.9218202163371876,tx436_test
0.05207012308839985,0.9230883998508018,tx436_test
0.05296531145095114,0.9246176799701604,tx436_test
0.053487504662439386,0.9252144722118611,tx436_test
0.05438269302499068,0.9261096605744126,tx436_test
0.055054084296904136,0.9272286460276016,tx436_test
0.05580007459903021,0.9281984334203655,tx436_test
0.05665796344647519,0.9293920179037671,tx436_test
0.05814994405072734,0.9302499067512123,tx436_test
0.059194330473703836,0.9308466989929132,tx436_test
0.060238716896680346,0.9320775829914212,tx436_test
0.06079820962327489,0.932674375233122,tx436_test
0.062140992167101824,0.9330846698992913,tx436_test
0.06303618052965311,0.9340171577769489,tx436_test
0.06404326743752331,0.9351361432301379,tx436_test
0.06531145095113763,0.9356210369265199,tx436_test
0.06646773591943304,0.9362178291682207,tx436_test
0.06766132040283476,0.9374114136516225,tx436_test
0.06844461022006713,0.938082804923536,tx436_test
0.06978739276389408,0.9386422976501306,tx436_test
0.07068258112644535,0.9394628869824693,tx436_test
0.07209996270048488,0.9403207758299142,tx436_test
0.07344274524431182,0.9412159641924654,tx436_test
0.07486012681835136,0.9422230511003356,tx436_test
0.07579261469600895,0.9430436404326745,tx436_test
0.07892577396493847,0.9436777321894816,tx436_test
0.08120104438642298,0.9442745244311824,tx436_test
0.08179783662812383,0.945095113763521,tx436_test
0.08310331965684445,0.9462886982469227,tx436_test
0.08429690414024618,0.946810891458411,tx436_test
0.08556508765386049,0.9472584856396867,tx436_test
0.08638567698619917,0.9477806788511749,tx436_test
0.0876538604998135,0.9484520701230885,tx436_test
0.08922044013427825,0.9493099589705333,tx436_test
0.08996643043640433,0.9501305483028719,tx436_test
0.09123461395001865,0.9510257366654233,tx436_test
0.09212980231256994,0.9515479298769117,tx436_test
0.0940693770980977,0.952219321148825,tx436_test
0.09518836255128683,0.9531145095113762,tx436_test
0.0960835509138381,0.9538232002983961,tx436_test
0.09712793733681462,0.9543453935098845,tx436_test
0.09884371503170458,0.9548302872062664,tx436_test
0.10123088399850802,0.9555762775083924,tx436_test
0.10331965684446102,0.9562103692651996,tx436_test
0.10619171950764641,0.9570309585975382,tx436_test
0.1073107049608355,0.957627750839239,tx436_test
0.10992167101827677,0.9581499440507273,tx436_test
0.11156284968295412,0.9591197314434913,tx436_test
0.11249533756061172,0.9596419246549794,tx436_test
0.11383812010443864,0.9602387168966804,tx436_test
0.11499440507273406,0.9607609101081686,tx436_test
0.11603879149571057,0.9613577023498694,tx436_test
0.11801566579634463,0.9620290936217829,tx436_test
0.11906005221932114,0.962998881014547,tx436_test
0.1208131294293174,0.9636702722864603,tx436_test
0.1216337187616561,0.9643416635583737,tx436_test
0.123834390152928,0.9647892577396494,tx436_test
0.12502797463632973,0.9654979485266691,tx436_test
0.1276762402088773,0.96609474076837,tx436_test
0.1297650130548303,0.9666915330100709,tx436_test
0.130958597538232,0.9672137262215591,tx436_test
0.13304737038418502,0.967698619917941,tx436_test
0.1347258485639687,0.9681462140992168,tx436_test
0.1361432301380082,0.9688176053711303,tx436_test
0.1390898918314062,0.9696381947034688,tx436_test
0.13991048116374488,0.9702349869451696,tx436_test
0.1424468481909735,0.9709809772472958,tx436_test
0.1444610220067139,0.971615069004103,tx436_test
0.14718388660947407,0.9720626631853786,tx436_test
0.14972025363670272,0.9725848563968669,tx436_test
0.15110033569563597,0.9731816486385677,tx436_test
0.15199552405818723,0.9737038418500559,tx436_test
0.15303991048116372,0.9743006340917569,tx436_test
0.15527788138754198,0.9748974263334578,tx436_test
0.1566952629615815,0.9754196195449459,tx436_test
0.16206639313688925,0.9759045132413279,tx436_test
0.16769861991794105,0.9763521074226036,tx436_test
0.17172696754942188,0.9768370011189855,tx436_test
0.17512122342409547,0.9772845953002612,tx436_test
0.17892577396493844,0.977769488996643,tx436_test
0.18280492353599403,0.9782170831779187,tx436_test
0.1863110779559866,0.9788138754196195,tx436_test
0.18787765759045133,0.9793360686311079,tx436_test
0.18944423722491607,0.9798209623274898,tx436_test
0.19608355091383814,0.9804923535994032,tx436_test
0.19757553151809026,0.9811264453562103,tx436_test
0.20376725102573667,0.981574039537486,tx436_test
0.207497202536367,0.982058933233868,tx436_test
0.2118985453189109,0.9826557254755688,tx436_test
0.21592689295039164,0.983177918687057,tx436_test
0.21805296531145096,0.9836255128683327,tx436_test
0.2236478925773965,0.9841104065647146,tx436_test
0.2320775829914211,0.9845580007459903,tx436_test
0.2400596792241701,0.9850428944423723,tx436_test
0.24558000745990305,0.985490488623648,tx436_test
0.25990302126072357,0.9859753823200299,tx436_test
0.2615814994405073,0.9864229765013055,tx436_test
0.268295412159642,0.9869078701976874,tx436_test
0.2781424841477061,0.9873554643789632,tx436_test
0.2806788511749348,0.9878403580753451,tx436_test
0.2849682954121596,0.9882879522566208,tx436_test
0.30100708690787015,0.9889966430436404,tx436_test
0.31316672883252517,0.9895934352853413,tx436_test
0.32114882506527415,0.9900783289817232,tx436_test
0.3277135397239836,0.9905259231629989,tx436_test
0.34151436031331595,0.9910108168593809,tx436_test
0.35378590078328986,0.9914584110406566,tx436_test
0.3599030212607236,0.9919433047370383,tx436_test
0.378627377844088,0.992390898918314,tx436_test
0.3847444983215218,0.9929876911600148,tx436_test
0.3986945169712794,0.9935098843715032,tx436_test
0.4204028347631481,0.9938082804923536,tx436_test
0.4266318537859008,0.9944050727340544,tx436_test
0.43371876165609846,0.9949272659455426,tx436_test
0.46143230138008207,0.9953748601268183,tx436_test
0.4719507646400597,0.9958597538232002,tx436_test
0.49321148825065275,0.996307348004476,tx436_test
0.5372995151063036,0.9967922417008579,tx436_test
0.5741514360313317,0.9972398358821335,tx436_test
0.6090637821708317,0.9977247295785154,tx436_test
0.6240581872435659,0.9981723237597911,tx436_test
0.6615814994405074,0.9986199179410669,tx436_test
0.7318910854158895,0.9989183140619172,tx436_test
0.7882879522566208,0.9994032077582992,tx436_test
0.8926146960089518,0.9997016038791496,tx436_test
1.0,1.0,tx436_test
