recall,precision,Species
1.0,0.5094536817102138,tx436_test
0.9998228273032451,0.5098237427527804,tx436_test
0.9998135024244685,0.5107904928966821,tx436_test
0.9998135024244685,0.511765703248724,tx436_test
0.9998135024244685,0.5127446445031242,tx436_test
0.9998135024244685,0.5137273381111227,tx436_test
0.9998135024244685,0.5147138056887236,tx436_test
0.9998135024244685,0.5157040690182803,tx436_test
0.9998135024244685,0.5166981500500987,tx436_test
0.9998135024244685,0.5176960709040586,tx436_test
0.9998135024244685,0.5186978538712557,tx436_test
0.9998135024244685,0.5197035214156598,tx436_test
0.9998135024244685,0.5207130961757948,tx436_test
0.9998135024244685,0.5217266009664374,tx436_test
0.9998135024244685,0.5227440587803361,tx436_test
0.9998135024244685,0.5237654927899487,tx436_test
0.9997762029093618,0.5247713329127686,tx436_test
0.999627004848937,0.5257223004765291,tx436_test
0.999627004848937,0.526755611149804,tx436_test
0.999627004848937,0.5277929917819021,tx436_test
0.999627004848937,0.5288344664661433,tx436_test
0.999627004848937,0.5298800594863939,tx436_test
0.999627004848937,0.5309297953189531,tx436_test
0.999627004848937,0.5319836986344638,tx436_test
0.999627004848937,0.5330417942998457,tx436_test
0.999627004848937,0.5341041073802493,tx436_test
0.999627004848937,0.5351706631410369,tx436_test
0.999627004848937,0.5362414870497851,tx436_test
0.999627004848937,0.5373166047783119,tx436_test
0.999627004848937,0.5383960422047279,tx436_test
0.999627004848937,0.5394798254155131,tx436_test
0.999627004848937,0.5405679807076181,tx436_test
0.999627004848937,0.5416879340706655,tx436_test
0.999627004848937,0.5428124793954889,tx436_test
0.999627004848937,0.5439141341739713,tx436_test
0.999627004848937,0.5450202697330216,tx436_test
0.999627004848937,0.5461309134654978,tx436_test
0.999627004848937,0.5472460929879988,tx436_test
0.9995430809399478,0.5483197720596821,tx436_test
0.9994405072734056,0.5493876541789913,tx436_test
0.9994405072734056,0.5505163984171699,tx436_test
0.9994405072734056,0.5516497903281216,tx436_test
0.9994405072734056,0.5527878586766876,tx436_test
0.9994405072734056,0.5539306324655722,tx436_test
0.9994405072734056,0.5550781409378035,tx436_test
0.9994405072734056,0.5562304135792302,tx436_test
0.9994405072734056,0.5573874801210461,tx436_test
0.9994405072734056,0.558549370542347,tx436_test
0.9994405072734056,0.5597161150727209,tx436_test
0.9994405072734056,0.5608877441948689,tx436_test
0.9994405072734056,0.5620642886472597,tx436_test
0.9994405072734056,0.5632457794268191,tx436_test
0.9994405072734056,0.5644322477916506,tx436_test
0.9993379336068632,0.5655656471158178,tx436_test
0.9992540096978739,0.5667144738533915,tx436_test
0.9992073853039907,0.5678893213846492,tx436_test
0.9989276389406937,0.5689364076978982,tx436_test
0.998881014546811,0.5701210301594302,tx436_test
0.998881014546811,0.5713373541470836,tx436_test
0.998881014546811,0.5725588791625686,tx436_test
0.998881014546811,0.5737856386369354,tx436_test
0.998881014546811,0.5750176662883676,tx436_test
0.998881014546811,0.5762549961252685,tx436_test
0.998881014546811,0.5774976624493919,tx436_test
0.998881014546811,0.5787456998590127,tx436_test
0.998881014546811,0.5799991432521358,tx436_test
0.998881014546811,0.5812580278297507,tx436_test
0.998881014546811,0.5825223890991263,tx436_test
0.998881014546811,0.5837922628771486,tx436_test
0.998881014546811,0.5850676852937037,tx436_test
0.998881014546811,0.586348692795104,tx436_test
0.998881014546811,0.5876353221475601,tx436_test
0.998881014546811,0.5889276104406979,tx436_test
0.9988530399104814,0.5902090497567732,tx436_test
0.9986945169712793,0.5914188714797428,tx436_test
0.9986945169712793,0.5927642418542163,tx436_test
0.9986945169712793,0.5941090798930804,tx436_test
0.9986945169712793,0.5954302775754358,tx436_test
0.9986945169712793,0.5967573645955763,tx436_test
0.9986945169712793,0.5980903804197275,tx436_test
0.9986945169712793,0.5994293648675386,tx436_test
0.9986945169712793,0.600774358116046,tx436_test
0.9986945169712793,0.6021254007036927,tx436_test
0.9986945169712793,0.603482533534402,tx436_test
0.9986945169712793,0.6048457978817039,tx436_test
0.9986945169712793,0.6062152353929211,tx436_test
0.998508019395748,0.6074774257426908,tx436_test
0.9984240954867587,0.6088078717856424,tx436_test
0.9983215218202164,0.6101330497858571,tx436_test
0.9983215218202164,0.6115270832095238,tx436_test
0.9983215218202164,0.6129275014055846,tx436_test
0.9983215218202164,0.6143343483388085,tx436_test
0.9981629988810145,0.6156498772752255,tx436_test
0.9981350242446847,0.6170522125416829,tx436_test
0.998079074972025,0.6184436509554045,tx436_test
0.9977060798209625,0.6196446479266154,tx436_test
0.9975755315180909,0.621002193905565,tx436_test
0.9975755315180909,0.6224474787195908,tx436_test
0.9975755315180909,0.6238995065756454,tx436_test
0.9975755315180909,0.6253583247740446,tx436_test
0.9975009324878776,0.6267770739897743,tx436_test
0.9973890339425587,0.6281790630637243,tx436_test
0.9973890339425587,0.6296582639619526,tx436_test
0.9973890339425587,0.6311444475849035,tx436_test
0.9973890339425587,0.6326376634936179,tx436_test
0.9973890339425587,0.6341379617192732,tx436_test
0.9973517344274526,0.6356215988239078,tx436_test
0.9971279373368148,0.6369931777451421,tx436_test
0.9969227900037299,0.6383832610462521,tx436_test
0.9968295412159641,0.6398518641104369,tx436_test
0.9968295412159641,0.6413874793407133,tx436_test
0.9968295412159641,0.6429304831194529,tx436_test
0.9968295412159641,0.6444809288998136,tx436_test
0.9968295412159641,0.6460388706518152,tx436_test
0.9968295412159641,0.6476043628686032,tx436_test
0.9968295412159641,0.649177460572801,tx436_test
0.9968295412159641,0.650758219322958,tx436_test
