fpr,tpr,ModelType
0.0,0.0,LR
0.001001001001001,0.070811642163792,LR
0.002002002002002,0.1026466908723717,LR
0.003003003003003,0.132324172293505,LR
0.004004004004004,0.152584935350797,LR
0.005005005005005,0.1746203087724152,LR
0.006006006006006,0.201091758604062,LR
0.007007007007007,0.216039899326248,LR
0.008008008008008,0.2363550143747128,LR
0.009009009009009,0.253207754349985,LR
0.01001001001001,0.2686868393993064,LR
0.011011011011011,0.2865735653970603,LR
0.012012012012012,0.2990037920458705,LR
0.013013013013013,0.3133254382657772,LR
0.014014014014014,0.3253172950137033,LR
0.015015015015015,0.3372734461444084,LR
0.016016016016016,0.3493399376660649,LR
0.017017017017017,0.3602770510122796,LR
0.018018018018018,0.3673435887371055,LR
0.019019019019019,0.3796308516198159,LR
0.02002002002002,0.3896119531147716,LR
0.021021021021021,0.3995268741584319,LR
0.022022022022022,0.4084017934341897,LR
0.023023023023023,0.4171768879129859,LR
0.024024024024024,0.4254565981632454,LR
0.025025025025025,0.4330806740253511,LR
0.026026026026026,0.4418677866754009,LR
0.027027027027027,0.4484876610198195,LR
0.028028028028028,0.4552286311737059,LR
0.029029029029029,0.4623110492819871,LR
0.03003003003003,0.4689120214602956,LR
0.031031031031031,0.4776841772394498,LR
0.032032032032032,0.4844676328070038,LR
0.033033033033033,0.4912968416514767,LR
0.034034034034034,0.4960324186677434,LR
0.035035035035035,0.5007911349301665,LR
0.036036036036036,0.5055231408273784,LR
0.037037037037037,0.5103138622462833,LR
0.038038038038038,0.5161292871360363,LR
0.039039039039039,0.5222447154447734,LR
0.04004004004004,0.5274743925684298,LR
0.041041041041041,0.533166770639504,LR
0.042042042042042,0.538112192963041,LR
0.043043043043043,0.5438422631636295,LR
0.044044044044044,0.5487872617127922,LR
0.045045045045045,0.5527654622031897,LR
0.046046046046046,0.5570243741993043,LR
0.047047047047047,0.5615768401011831,LR
0.048048048048048,0.5657983284228589,LR
0.049049049049049,0.5699372910569094,LR
0.05005005005005,0.574486827147561,LR
0.051051051051051,0.578100759305146,LR
0.052052052052052,0.5814269914626196,LR
0.053053053053053,0.5855926732368006,LR
0.054054054054054,0.5889017925876502,LR
0.055055055055055,0.5922711060895878,LR
0.056056056056056,0.5961892473997359,LR
0.057057057057057,0.5998399896507507,LR
0.058058058058058,0.6045090026442353,LR
0.059059059059059,0.607363160940313,LR
0.06006006006006,0.6097583667443877,LR
0.061061061061061,0.6135672875439432,LR
0.062062062062062,0.6176237479555768,LR
0.063063063063063,0.6199872842634224,LR
0.064064064064064,0.6232425140523195,LR
0.065065065065065,0.6261241018988772,LR
0.066066066066066,0.6290574701145868,LR
0.067067067067067,0.6314189331032514,LR
0.068068068068068,0.6338747765962409,LR
0.069069069069069,0.6376168170655742,LR
0.07007007007007,0.6405375718822021,LR
0.071071071071071,0.6426608888510804,LR
0.072072072072072,0.645569946421084,LR
0.073073073073073,0.6490832594462131,LR
0.074074074074074,0.6523265341881708,LR
0.075075075075075,0.6558598355283001,LR
0.076076076076076,0.6583130272796944,LR
0.077077077077077,0.6615768843873522,LR
0.078078078078078,0.6653037790185182,LR
0.079079079079079,0.6668012430648798,LR
0.08008008008008,0.6691322078986793,LR
0.081081081081081,0.6718978892449885,LR
0.082082082082082,0.6741343430574086,LR
0.083083083083083,0.6762268837713854,LR
0.084084084084084,0.6793075134573108,LR
0.085085085085085,0.682221766610921,LR
0.086086086086086,0.6846528086872242,LR
0.087087087087087,0.687445692969924,LR
0.088088088088088,0.6895175610456163,LR
0.0890890890890891,0.6924057976930813,LR
0.09009009009009,0.6942205066190842,LR
0.091091091091091,0.6967195726691106,LR
0.0920920920920921,0.6990636637600438,LR
0.093093093093093,0.7020135689979615,LR
0.0940940940940941,0.7046175911856757,LR
0.095095095095095,0.7069948806958661,LR
0.0960960960960961,0.7089739444072455,LR
0.0970970970970971,0.711520223327309,LR
0.0980980980980981,0.7139277489636051,LR
0.0990990990990991,0.7160656509746083,LR
0.1001001001001,0.7183739961059971,LR
0.1011011011011011,0.719720498116724,LR
0.1021021021021021,0.7213996049454064,LR
0.1031031031031031,0.7229856558703127,LR
0.1041041041041041,0.725293384250026,LR
0.1051051051051051,0.726669725387988,LR
0.1061061061061061,0.7288340567298348,LR
0.1071071071071071,0.7307816636820258,LR
0.1081081081081081,0.7327357017118246,LR
0.1091091091091091,0.7348124513734735,LR
0.1101101101101101,0.7372189761125777,LR
0.1111111111111111,0.738785220575602,LR
0.1121121121121121,0.7402791016153298,LR
0.1131131131131131,0.7420381358872671,LR
0.1141141141141141,0.744254465226697,LR
0.1151151151151151,0.7459150985480733,LR
0.1161161161161161,0.7479424045510382,LR
0.1171171171171171,0.7495724012968843,LR
0.1181181181181181,0.75193299588337,LR
0.1191191191191191,0.7536479168863418,LR
0.1201201201201201,0.7559171671447265,LR
0.1211211211211211,0.7578719181599074,LR
0.1221221221221221,0.7594094605852431,LR
0.1231231231231231,0.7610195646767767,LR
0.1241241241241241,0.763269547143681,LR
0.1251251251251251,0.7645214681475955,LR
0.1261261261261261,0.7660838821907763,LR
0.1271271271271271,0.7673129800036468,LR
0.1281281281281281,0.7686851417195901,LR
0.1291291291291291,0.7698183071360092,LR
0.1301301301301301,0.7713802243779978,LR
0.1311311311311311,0.7730840648129698,LR
0.1321321321321321,0.7744264465723628,LR
