fpr,tpr,fold
0.0,0.0,fold1
0.0,0.0014471780028943561,fold1
0.0,0.013024602026049204,fold1
0.0,0.015918958031837915,fold1
0.0,0.02315484804630969,fold1
0.0,0.02604920405209841,fold1
0.0,0.027496382054992764,fold1
0.0,0.03039073806078148,fold1
0.0,0.03183791606367583,fold1
0.0,0.03473227206946455,fold1
0.0,0.03907380607814761,fold1
0.0,0.041968162083936326,fold1
0.0,0.07670043415340087,fold1
0.0,0.07959479015918958,fold1
0.0,0.09261939218523878,fold1
0.0,0.0955137481910275,fold1
0.0,0.12156295224312592,fold1
0.0,0.1244573082489146,fold1
0.0,0.14327062228654125,fold1
0.0,0.14616497829232994,fold1
0.0,0.2098408104196816,fold1
0.0,0.21273516642547036,fold1
0.0,0.2272069464544139,fold1
0.0,0.2301013024602026,fold1
0.0,0.5643994211287988,fold1
0.0014903129657228018,0.5643994211287988,fold1
0.0014903129657228018,0.6063675832127352,fold1
0.002980625931445604,0.6063675832127352,fold1
0.002980625931445604,0.6758321273516642,fold1
0.0044709388971684045,0.6758321273516642,fold1
0.0044709388971684045,0.6801736613603473,fold1
0.005961251862891207,0.6801736613603473,fold1
0.005961251862891207,0.6903039073806078,fold1
0.00745156482861401,0.6903039073806078,fold1
0.00745156482861401,0.8335745296671491,fold1
0.008941877794336809,0.8335745296671491,fold1
0.008941877794336809,0.8350217076700435,fold1
0.010432190760059612,0.8350217076700435,fold1
0.010432190760059612,0.8379160636758322,fold1
0.011922503725782414,0.8379160636758322,fold1
0.011922503725782414,0.8654124457308249,fold1
0.013412816691505215,0.8654124457308249,fold1
0.013412816691505215,0.8683068017366136,fold1
0.01490312965722802,0.8683068017366136,fold1
0.01490312965722802,0.8798842257597684,fold1
0.016393442622950817,0.8798842257597684,fold1
0.016393442622950817,0.8842257597684515,fold1
0.017883755588673618,0.8842257597684515,fold1
0.017883755588673618,0.8885672937771346,fold1
0.019374068554396426,0.8885672937771346,fold1
0.019374068554396426,0.8929088277858177,fold1
0.020864381520119227,0.8929088277858177,fold1
0.020864381520119227,0.8972503617945007,fold1
0.025335320417287633,0.8972503617945007,fold1
0.025335320417287633,0.8986975397973951,fold1
0.02831594634873324,0.8986975397973951,fold1
0.02831594634873324,0.9044862518089724,fold1
0.02980625931445604,0.9044862518089724,fold1
0.02980625931445604,0.9059334298118668,fold1
0.03129657228017884,0.9059334298118668,fold1
0.03129657228017884,0.9073806078147612,fold1
0.032786885245901634,0.9073806078147612,fold1
0.032786885245901634,0.9088277858176556,fold1
0.034277198211624435,0.9088277858176556,fold1
0.034277198211624435,0.9131693198263386,fold1
0.035767511177347236,0.9131693198263386,fold1
0.035767511177347236,0.9146164978292329,fold1
0.03725782414307005,0.9146164978292329,fold1
0.03725782414307005,0.9218523878437048,fold1
0.03874813710879285,0.9218523878437048,fold1
0.03874813710879285,0.9247467438494936,fold1
0.04321907600596125,0.9247467438494936,fold1
0.04321907600596125,0.9305354558610708,fold1
0.046199701937406856,0.9305354558610708,fold1
0.046199701937406856,0.9377713458755428,fold1
0.05365126676602087,0.9377713458755428,fold1
0.05365126676602087,0.9435600578871202,fold1
0.05514157973174367,0.9435600578871202,fold1
0.05514157973174367,0.9479015918958033,fold1
0.05961251862891208,0.9479015918958033,fold1
0.05961251862891208,0.9522431259044862,fold1
0.06855439642324887,0.9522431259044862,fold1
0.06855439642324887,0.9551374819102748,fold1
0.07004470938897167,0.9551374819102748,fold1
0.07004470938897167,0.9565846599131692,fold1
0.07153502235469449,0.9565846599131692,fold1
0.07153502235469449,0.9580318379160636,fold1
0.07302533532041729,0.9580318379160636,fold1
0.07302533532041729,0.959479015918958,fold1
0.07898658718330849,0.959479015918958,fold1
0.07898658718330849,0.9609261939218524,fold1
0.08047690014903129,0.9609261939218524,fold1
0.08047690014903129,0.9623733719247468,fold1
0.08643815201192251,0.9623733719247468,fold1
0.08643815201192251,0.9638205499276412,fold1
0.08792846497764531,0.9638205499276412,fold1
0.08792846497764531,0.9652677279305356,fold1
0.09090909090909093,0.9652677279305356,fold1
0.09090909090909093,0.9667149059334298,fold1
0.09538002980625933,0.9667149059334298,fold1
0.09538002980625933,0.9696092619392184,fold1
0.11028315946348734,0.9696092619392184,fold1
0.11028315946348734,0.9710564399421128,fold1
0.14157973174366614,0.9710564399421128,fold1
0.14157973174366614,0.9725036179450072,fold1
0.15499254843517138,0.9725036179450072,fold1
0.15499254843517138,0.9753979739507959,fold1
0.16095380029806258,0.9753979739507959,fold1
0.16095380029806258,0.9768451519536904,fold1
0.165424739195231,0.9768451519536904,fold1
0.165424739195231,0.9782923299565848,fold1
0.16989567809239942,0.9782923299565848,fold1
0.16989567809239942,0.9811866859623734,fold1
0.22503725782414308,0.9811866859623734,fold1
0.22503725782414308,0.9826338639652678,fold1
0.2533532041728763,0.9826338639652678,fold1
0.2533532041728763,0.984081041968162,fold1
0.27719821162444114,0.984081041968162,fold1
0.27719821162444114,0.9855282199710564,fold1
0.29210134128166915,0.9855282199710564,fold1
0.29210134128166915,0.9884225759768452,fold1
0.29508196721311475,0.9884225759768452,fold1
0.29508196721311475,0.9898697539797396,fold1
0.29806259314456035,0.9898697539797396,fold1
0.29806259314456035,0.9913169319826338,fold1
0.3204172876304024,0.9913169319826338,fold1
0.3204172876304024,0.9927641099855282,fold1
0.3278688524590164,0.9927641099855282,fold1
0.3278688524590164,0.9942112879884226,fold1
0.3830104321907601,0.9942112879884226,fold1
0.3830104321907601,0.9956584659913168,fold1
0.4992548435171386,0.9956584659913168,fold1
0.4992548435171386,0.9971056439942112,fold1
0.7719821162444114,0.9971056439942112,fold1
0.7719821162444114,0.9985528219971056,fold1
0.9120715350223548,0.9985528219971056,fold1
0.9120715350223548,1.0,fold1
1.0,1.0,fold1
0.0,0.0,fold2
0.0,0.0014471780028943561,fold2
0.0,0.0057887120115774245,fold2
0.0,0.008683068017366137,fold2
0.0,0.01447178002894356,fold2
0.0,0.017366136034732273,fold2
0.0,0.018813314037626632,fold2
0.0,0.02170767004341534,fold2
0.0,0.02894356005788712,fold2
0.0,0.03183791606367583,fold2
0.0,0.0361794500723589,fold2
0.0,0.03907380607814761,fold2
0.0,0.053545586107091175,fold2
0.0,0.056439942112879886,fold2
0.0,0.06078147612156296,fold2
0.0,0.06367583212735166,fold2
0.0,0.06657018813314038,fold2
0.0,0.0694645441389291,fold2
0.0,0.0824891461649783,fold2
0.0,0.085383502170767,fold2
0.0,0.08683068017366136,fold2
0.0,0.08972503617945007,fold2
0.0,0.09696092619392184,fold2
0.0,0.09985528219971056,fold2
0.0,0.3096960926193922,fold2
0.0,0.3125904486251809,fold2
0.0,0.34442836468885674,fold2
0.0,0.3473227206946454,fold2
0.0,0.3733719247467439,fold2
0.0014903129657228018,0.3733719247467439,fold2
0.0014903129657228018,0.4182344428364689,fold2
0.002980625931445604,0.4182344428364689,fold2
0.002980625931445604,0.7452966714905933,fold2
0.0044709388971684045,0.7452966714905933,fold2
0.0044709388971684045,0.7481910274963821,fold2
0.005961251862891207,0.7481910274963821,fold2
0.005961251862891207,0.7525325615050651,fold2
0.00745156482861401,0.7525325615050651,fold2
0.00745156482861401,0.7583212735166426,fold2
0.008941877794336809,0.7583212735166426,fold2
0.008941877794336809,0.7988422575976846,fold2
0.010432190760059612,0.7988422575976846,fold2
0.010432190760059612,0.8104196816208393,fold2
0.013412816691505215,0.8104196816208393,fold2
0.013412816691505215,0.8118668596237337,fold2
0.01490312965722802,0.8118668596237337,fold2
0.01490312965722802,0.8147612156295224,fold2
0.017883755588673618,0.8147612156295224,fold2
0.017883755588673618,0.8176555716353111,fold2
0.022354694485842028,0.8176555716353111,fold2
0.022354694485842028,0.8422575976845152,fold2
0.026825633383010437,0.8422575976845152,fold2
0.026825633383010437,0.8726483357452967,fold2
0.02831594634873324,0.8726483357452967,fold2
0.02831594634873324,0.8740955137481908,fold2
0.02980625931445604,0.8740955137481908,fold2
0.02980625931445604,0.8755426917510853,fold2
0.03129657228017884,0.8755426917510853,fold2
0.03129657228017884,0.8769898697539797,fold2
0.032786885245901634,0.8769898697539797,fold2
0.032786885245901634,0.8798842257597684,fold2
0.034277198211624435,0.8798842257597684,fold2
0.034277198211624435,0.8813314037626628,fold2
0.035767511177347236,0.8813314037626628,fold2
0.035767511177347236,0.8943560057887121,fold2
0.03725782414307005,0.8943560057887121,fold2
0.03725782414307005,0.8972503617945007,fold2
0.03874813710879285,0.8972503617945007,fold2
0.03874813710879285,0.9015918958031838,fold2
0.04023845007451565,0.9015918958031838,fold2
0.04023845007451565,0.9030390738060782,fold2
0.04172876304023845,0.9030390738060782,fold2
0.04172876304023845,0.9044862518089724,fold2
0.04321907600596125,0.9044862518089724,fold2
0.04321907600596125,0.9073806078147612,fold2
0.047690014903129664,0.9073806078147612,fold2
0.047690014903129664,0.91027496382055,fold2
0.050670640834575266,0.91027496382055,fold2
0.050670640834575266,0.9160636758321272,fold2
0.05514157973174367,0.9160636758321272,fold2
0.05514157973174367,0.9189580318379159,fold2
0.05663189269746648,0.9189580318379159,fold2
0.05663189269746648,0.9232995658465992,fold2
0.05812220566318928,0.9232995658465992,fold2
0.05812220566318928,0.9261939218523878,fold2
0.05961251862891208,0.9261939218523878,fold2
0.05961251862891208,0.9276410998552822,fold2
0.06259314456035768,0.9276410998552822,fold2
0.06259314456035768,0.9290882778581766,fold2
0.06557377049180327,0.9290882778581766,fold2
0.06557377049180327,0.9305354558610708,fold2
0.06706408345752607,0.9305354558610708,fold2
0.06706408345752607,0.9334298118668596,fold2
0.06855439642324887,0.9334298118668596,fold2
0.06855439642324887,0.9377713458755428,fold2
0.07153502235469449,0.9377713458755428,fold2
0.07153502235469449,0.9392185238784372,fold2
0.07451564828614009,0.9392185238784372,fold2
0.07451564828614009,0.9435600578871202,fold2
0.07749627421758569,0.9435600578871202,fold2
0.07749627421758569,0.9464544138929089,fold2
0.08792846497764531,0.9464544138929089,fold2
0.08792846497764531,0.9493487698986977,fold2
0.09687034277198213,0.9493487698986977,fold2
0.09687034277198213,0.950795947901592,fold2
0.10134128166915053,0.950795947901592,fold2
0.10134128166915053,0.9522431259044862,fold2
0.10283159463487332,0.9522431259044862,fold2
0.10283159463487332,0.9551374819102748,fold2
0.11177347242921014,0.9551374819102748,fold2
0.11177347242921014,0.9565846599131692,fold2
0.11475409836065575,0.9565846599131692,fold2
0.11475409836065575,0.9609261939218524,fold2
0.11624441132637856,0.9609261939218524,fold2
0.11624441132637856,0.9623733719247468,fold2
0.11773472429210136,0.9623733719247468,fold2
0.11773472429210136,0.9652677279305356,fold2
0.12816691505216096,0.9652677279305356,fold2
0.12816691505216096,0.9667149059334298,fold2
0.13710879284649774,0.9667149059334298,fold2
0.13710879284649774,0.9681620839363242,fold2
0.13859910581222054,0.9681620839363242,fold2
0.13859910581222054,0.9696092619392184,fold2
0.14903129657228018,0.9696092619392184,fold2
0.14903129657228018,0.9710564399421128,fold2
0.15350223546944858,0.9710564399421128,fold2
0.15350223546944858,0.9725036179450072,fold2
0.15499254843517138,0.9725036179450072,fold2
0.15499254843517138,0.9739507959479016,fold2
0.15648286140089418,0.9739507959479016,fold2
0.15648286140089418,0.9753979739507959,fold2
0.18330849478390465,0.9753979739507959,fold2
0.18330849478390465,0.9768451519536904,fold2
0.19970193740685546,0.9768451519536904,fold2
0.19970193740685546,0.9782923299565848,fold2
0.21907600596125187,0.9782923299565848,fold2
0.21907600596125187,0.9797395079594792,fold2
0.2384500745156483,0.9797395079594792,fold2
0.2384500745156483,0.9811866859623734,fold2
0.2429210134128167,0.9811866859623734,fold2
0.2429210134128167,0.9826338639652678,fold2
0.26527570789865873,0.9826338639652678,fold2
0.26527570789865873,0.984081041968162,fold2
0.2697466467958271,0.984081041968162,fold2
0.2697466467958271,0.9855282199710564,fold2
0.2906110283159464,0.9855282199710564,fold2
0.2906110283159464,0.9869753979739508,fold2
0.3174366616989568,0.9869753979739508,fold2
0.3174366616989568,0.9884225759768452,fold2
0.4083457526080477,0.9884225759768452,fold2
0.4083457526080477,0.9898697539797396,fold2
0.4202682563338301,0.9898697539797396,fold2
0.4202682563338301,0.9913169319826338,fold2
0.4858420268256334,0.9913169319826338,fold2
0.4858420268256334,0.9927641099855282,fold2
0.4873323397913562,0.9927641099855282,fold2
0.4873323397913562,0.9942112879884226,fold2
0.5931445603576752,0.9942112879884226,fold2
0.5931445603576752,0.9956584659913168,fold2
0.6140089418777943,0.9956584659913168,fold2
0.6140089418777943,0.9971056439942112,fold2
0.7809239940387481,0.9971056439942112,fold2
0.7809239940387481,0.9985528219971056,fold2
0.8047690014903129,0.9985528219971056,fold2
0.8047690014903129,1.0,fold2
1.0,1.0,fold2
0.0,0.0,fold3
0.0,0.0014471780028943561,fold3
0.0,0.0955137481910275,fold3
0.0,0.0984081041968162,fold3
0.0,0.22575976845151954,fold3
0.0,0.22865412445730826,fold3
0.0,0.2329956584659913,fold3
0.0014903129657228018,0.2329956584659913,fold3
0.0014903129657228018,0.4442836468885673,fold3
0.002980625931445604,0.4442836468885673,fold3
0.002980625931445604,0.4529667149059334,fold3
0.0044709388971684045,0.4529667149059334,fold3
0.0044709388971684045,0.4659913169319826,fold3
0.005961251862891207,0.4659913169319826,fold3
0.005961251862891207,0.6280752532561505,fold3
0.00745156482861401,0.6280752532561505,fold3
0.00745156482861401,0.6468885672937771,fold3
0.008941877794336809,0.6468885672937771,fold3
0.008941877794336809,0.6497829232995659,fold3
0.010432190760059612,0.6497829232995659,fold3
0.010432190760059612,0.6541244573082489,fold3
0.013412816691505215,0.6541244573082489,fold3
0.013412816691505215,0.6555716353111433,fold3
0.01490312965722802,0.6555716353111433,fold3
0.01490312965722802,0.7221418234442837,fold3
0.016393442622950817,0.7221418234442837,fold3
0.016393442622950817,0.7279305354558611,fold3
0.017883755588673618,0.7279305354558611,fold3
0.017883755588673618,0.7452966714905933,fold3
0.019374068554396426,0.7452966714905933,fold3
0.019374068554396426,0.7698986975397974,fold3
0.020864381520119227,0.7698986975397974,fold3
0.020864381520119227,0.829232995658466,fold3
0.022354694485842028,0.829232995658466,fold3
0.022354694485842028,0.8321273516642547,fold3
0.025335320417287633,0.8321273516642547,fold3
0.025335320417287633,0.8350217076700435,fold3
0.02831594634873324,0.8350217076700435,fold3
0.02831594634873324,0.8379160636758322,fold3
0.02980625931445604,0.8379160636758322,fold3
0.02980625931445604,0.8494934876989871,fold3
0.03129657228017884,0.8494934876989871,fold3
0.03129657228017884,0.8625180897250362,fold3
0.034277198211624435,0.8625180897250362,fold3
0.034277198211624435,0.8726483357452967,fold3
0.03725782414307005,0.8726483357452967,fold3
0.03725782414307005,0.8755426917510853,fold3
0.04321907600596125,0.8755426917510853,fold3
0.04321907600596125,0.8827785817655571,fold3
0.044709388971684055,0.8827785817655571,fold3
0.044709388971684055,0.8842257597684515,fold3
0.047690014903129664,0.8842257597684515,fold3
0.047690014903129664,0.8885672937771346,fold3
0.049180327868852465,0.8885672937771346,fold3
0.049180327868852465,0.8900144717800289,fold3
0.05365126676602087,0.8900144717800289,fold3
0.05365126676602087,0.8914616497829233,fold3
0.05514157973174367,0.8914616497829233,fold3
0.05514157973174367,0.8986975397973951,fold3
0.05961251862891208,0.8986975397973951,fold3
0.05961251862891208,0.9073806078147612,fold3
0.06110283159463487,0.9073806078147612,fold3
0.06110283159463487,0.9146164978292329,fold3
0.06408345752608048,0.9146164978292329,fold3
0.06408345752608048,0.9160636758321272,fold3
0.06706408345752607,0.9160636758321272,fold3
0.06706408345752607,0.9175108538350216,fold3
0.06855439642324887,0.9175108538350216,fold3
0.06855439642324887,0.9247467438494936,fold3
0.07153502235469449,0.9247467438494936,fold3
0.07153502235469449,0.9261939218523878,fold3
0.07302533532041729,0.9261939218523878,fold3
0.07302533532041729,0.9276410998552822,fold3
0.07749627421758569,0.9276410998552822,fold3
0.07749627421758569,0.9305354558610708,fold3
0.08196721311475409,0.9305354558610708,fold3
0.08196721311475409,0.9319826338639652,fold3
0.08345752608047691,0.9319826338639652,fold3
0.08345752608047691,0.9334298118668596,fold3
0.08494783904619971,0.9334298118668596,fold3
0.08494783904619971,0.9363241678726484,fold3
0.09388971684053653,0.9363241678726484,fold3
0.09388971684053653,0.9377713458755428,fold3
0.09687034277198213,0.9377713458755428,fold3
0.09687034277198213,0.9392185238784372,fold3
0.09985096870342773,0.9392185238784372,fold3
0.09985096870342773,0.9406657018813314,fold3
0.10134128166915053,0.9406657018813314,fold3
0.10134128166915053,0.9435600578871202,fold3
0.10283159463487332,0.9435600578871202,fold3
0.10283159463487332,0.9450072358900145,fold3
0.10730253353204174,0.9450072358900145,fold3
0.10730253353204174,0.9464544138929089,fold3
0.11177347242921014,0.9464544138929089,fold3
0.11177347242921014,0.9479015918958033,fold3
0.12518628912071536,0.9479015918958033,fold3
0.12518628912071536,0.9522431259044862,fold3
0.14605067064083455,0.9522431259044862,fold3
0.14605067064083455,0.9536903039073806,fold3
0.15201192250372578,0.9536903039073806,fold3
0.15201192250372578,0.9551374819102748,fold3
0.16095380029806258,0.9551374819102748,fold3
0.16095380029806258,0.9565846599131692,fold3
0.16989567809239942,0.9565846599131692,fold3
0.16989567809239942,0.9580318379160636,fold3
