precision,recall,fold
0.5303146584804298,1.0,fold1
0.5299539170506913,0.9985528219971056,fold1
0.5303612605687933,0.9985528219971056,fold1
0.5307692307692308,0.9985528219971056,fold1
0.5311778290993071,0.9985528219971056,fold1
0.5315870570107858,0.9985528219971056,fold1
0.5319969159599075,0.9985528219971056,fold1
0.5324074074074074,0.9985528219971056,fold1
0.5328185328185329,0.9985528219971056,fold1
0.5332302936630603,0.9985528219971056,fold1
0.5336426914153132,0.9985528219971056,fold1
0.5340557275541795,0.9985528219971056,fold1
0.5344694035631293,0.9985528219971056,fold1
0.5348837209302325,0.9985528219971056,fold1
0.5352986811481769,0.9985528219971056,fold1
0.5357142857142857,0.9985528219971056,fold1
0.5361305361305362,0.9985528219971056,fold1
0.5365474339035771,0.9985528219971056,fold1
0.5369649805447471,0.9985528219971056,fold1
0.5373831775700935,0.9985528219971056,fold1
0.5378020265003897,0.9985528219971056,fold1
0.5382215288611545,0.9985528219971056,fold1
0.5386416861826698,0.9985528219971056,fold1
0.5390625,0.9985528219971056,fold1
0.5394839718530101,0.9985528219971056,fold1
0.539906103286385,0.9985528219971056,fold1
0.5403288958496476,0.9985528219971056,fold1
0.5407523510971787,0.9985528219971056,fold1
0.5411764705882353,0.9985528219971056,fold1
0.5416012558869702,0.9985528219971056,fold1
0.5420267085624509,0.9985528219971056,fold1
0.5424528301886793,0.9985528219971056,fold1
0.5428796223446105,0.9985528219971056,fold1
0.5433070866141733,0.9985528219971056,fold1
0.5437352245862884,0.9985528219971056,fold1
0.5441640378548895,0.9985528219971056,fold1
0.5445935280189423,0.9985528219971056,fold1
0.5450236966824644,0.9985528219971056,fold1
0.5454545454545454,0.9985528219971056,fold1
0.5458860759493671,0.9985528219971056,fold1
0.5463182897862233,0.9985528219971056,fold1
0.5467511885895404,0.9985528219971056,fold1
0.5471847739888978,0.9985528219971056,fold1
0.5476190476190477,0.9985528219971056,fold1
0.5480540111199365,0.9985528219971056,fold1
0.5484896661367249,0.9985528219971056,fold1
0.5489260143198089,0.9985528219971056,fold1
0.5493630573248408,0.9985528219971056,fold1
0.5498007968127491,0.9985528219971056,fold1
0.5502392344497608,0.9985528219971056,fold1
0.5506783719074222,0.9985528219971056,fold1
0.5511182108626198,0.9985528219971056,fold1
0.5515587529976019,0.9985528219971056,fold1
0.552,0.9985528219971056,fold1
0.5524419535628503,0.9985528219971056,fold1
0.5528846153846154,0.9985528219971056,fold1
0.5533279871692061,0.9985528219971056,fold1
0.5537720706260032,0.9985528219971056,fold1
0.5542168674698795,0.9985528219971056,fold1
0.5546623794212219,0.9985528219971056,fold1
0.5551086082059533,0.9985528219971056,fold1
0.5555555555555556,0.9985528219971056,fold1
0.5560032232070911,0.9985528219971056,fold1
0.5564516129032258,0.9985528219971056,fold1
0.5569007263922519,0.9985528219971056,fold1
0.5573505654281099,0.9985528219971056,fold1
0.5578011317704122,0.9985528219971056,fold1
0.5582524271844661,0.9985528219971056,fold1
0.5587044534412956,0.9985528219971056,fold1
0.5591572123176661,0.9985528219971056,fold1
0.559610705596107,0.9985528219971056,fold1
0.560064935064935,0.9985528219971056,fold1
0.5605199025182778,0.9985528219971056,fold1
0.5609756097560976,0.9985528219971056,fold1
0.5614320585842149,0.9985528219971056,fold1
0.5618892508143323,0.9985528219971056,fold1
0.5623471882640587,0.9985528219971056,fold1
0.5628058727569332,0.9985528219971056,fold1
0.563265306122449,0.9985528219971056,fold1
0.5637254901960784,0.9985528219971056,fold1
0.5641864268192968,0.9985528219971056,fold1
0.5646481178396072,0.9985528219971056,fold1
0.5651105651105651,0.9985528219971056,fold1
0.5655737704918032,0.9985528219971056,fold1
0.5660377358490566,0.9985528219971056,fold1
0.5665024630541872,0.9985528219971056,fold1
0.5669679539852095,0.9985528219971056,fold1
0.5674342105263158,0.9985528219971056,fold1
0.5679012345679012,0.9985528219971056,fold1
0.5683690280065898,0.9985528219971056,fold1
0.5688375927452597,0.9985528219971056,fold1
0.5693069306930693,0.9985528219971056,fold1
0.5697770437654831,0.9985528219971056,fold1
0.5702479338842975,0.9985528219971056,fold1
0.5707196029776674,0.9985528219971056,fold1
0.5711920529801324,0.9985528219971056,fold1
0.5708367854183927,0.9971056439942112,fold1
0.5713101160862355,0.9971056439942112,fold1
0.5717842323651452,0.9971056439942112,fold1
0.5722591362126246,0.9971056439942112,fold1
0.5727348295926851,0.9971056439942112,fold1
0.5732113144758736,0.9971056439942112,fold1
0.5736885928393006,0.9971056439942112,fold1
0.5741666666666667,0.9971056439942112,fold1
0.5746455379482902,0.9971056439942112,fold1
0.5751252086811353,0.9971056439942112,fold1
0.5756056808688388,0.9971056439942112,fold1
0.5760869565217391,0.9971056439942112,fold1
0.5765690376569038,0.9971056439942112,fold1
0.5770519262981575,0.9971056439942112,fold1
0.5775356244761106,0.9971056439942112,fold1
0.5780201342281879,0.9971056439942112,fold1
0.5785054575986566,0.9971056439942112,fold1
0.5789915966386555,0.9971056439942112,fold1
0.5794785534062237,0.9971056439942112,fold1
0.5799663299663299,0.9971056439942112,fold1
0.5804549283909014,0.9971056439942112,fold1
0.5809443507588533,0.9971056439942112,fold1
0.5814345991561182,0.9971056439942112,fold1
0.5819256756756757,0.9971056439942112,fold1
0.5824175824175825,0.9971056439942112,fold1
0.5829103214890017,0.9971056439942112,fold1
0.5834038950042337,0.9971056439942112,fold1
0.5838983050847457,0.9971056439942112,fold1
0.5843935538592027,0.9971056439942112,fold1
0.5848896434634975,0.9971056439942112,fold1
0.5853865760407817,0.9971056439942112,fold1
0.5858843537414966,0.9971056439942112,fold1
0.5863829787234043,0.9971056439942112,fold1
0.5868824531516184,0.9971056439942112,fold1
0.587382779198636,0.9971056439942112,fold1
0.5878839590443686,0.9971056439942112,fold1
0.5883859948761742,0.9971056439942112,fold1
0.5888888888888889,0.9971056439942112,fold1
0.5893926432848589,0.9971056439942112,fold1
0.5898972602739726,0.9971056439942112,fold1
0.5904027420736933,0.9971056439942112,fold1
0.5909090909090909,0.9971056439942112,fold1
0.5914163090128756,0.9971056439942112,fold1
0.5919243986254296,0.9971056439942112,fold1
0.5924333619948411,0.9971056439942112,fold1
0.5929432013769363,0.9971056439942112,fold1
0.5934539190353144,0.9971056439942112,fold1
0.5939655172413794,0.9971056439942112,fold1
0.5944779982743744,0.9971056439942112,fold1
0.5949913644214162,0.9971056439942112,fold1
0.5955056179775281,0.9971056439942112,fold1
0.5960207612456747,0.9971056439942112,fold1
0.5965367965367966,0.9971056439942112,fold1
0.597053726169844,0.9971056439942112,fold1
0.5975715524718127,0.9971056439942112,fold1
0.5980902777777778,0.9971056439942112,fold1
0.5986099044309297,0.9971056439942112,fold1
0.5991304347826087,0.9971056439942112,fold1
0.5996518711923412,0.9971056439942112,fold1
0.6001742160278746,0.9971056439942112,fold1
0.6006974716652136,0.9971056439942112,fold1
0.6012216404886562,0.9971056439942112,fold1
0.6017467248908297,0.9971056439942112,fold1
0.6022727272727273,0.9971056439942112,fold1
0.6027996500437446,0.9971056439942112,fold1
0.6033274956217163,0.9971056439942112,fold1
0.6038562664329535,0.9971056439942112,fold1
0.6043859649122807,0.9971056439942112,fold1
0.6049165935030729,0.9971056439942112,fold1
0.6054481546572935,0.9971056439942112,fold1
0.6059806508355321,0.9971056439942112,fold1
0.6065140845070423,0.9971056439942112,fold1
0.6070484581497797,0.9971056439942112,fold1
