recall,precision,ModelType
0.08308308308308308,0.9639675110105218,LR
0.08408408408408408,0.9643811866338586,LR
0.08508508508508508,0.9647854753674859,LR
0.08608608608608609,0.9651806930094393,LR
0.08708708708708708,0.9655671413542479,LR
0.08808808808808809,0.965945108960366,LR
0.0890890890890891,0.9663148619026358,LR
0.09009009009009009,0.9666766591460113,LR
0.09109109109109109,0.9670307704199481,LR
0.0920920920920921,0.9673774379733013,LR
0.09309309309309309,0.9677168939841752,LR
0.0940940940940941,0.9680493610776836,LR
0.09509509509509509,0.9667658991266932,LR
0.0960960960960961,0.9655124725451405,LR
0.0970970970970971,0.9658558780509999,LR
0.0980980980980981,0.9661925000322253,LR
0.0990990990990991,0.9665225521745803,LR
0.10010010010010009,0.9668462248784284,LR
0.1011011011011011,0.9641485518157967,LR
0.1021021021021021,0.9630006654488763,LR
0.1031031031031031,0.9633467209067742,LR
0.1041041041041041,0.9622304453170439,LR
0.10510510510510511,0.9625766982309503,LR
0.1061061061061061,0.9629166478270775,LR
0.10710710710710711,0.9632504794679798,LR
0.10810810810810811,0.9635783567696944,LR
0.1091091091091091,0.9639004375677465,LR
0.11011011011011011,0.9642168741701025,LR
0.1111111111111111,0.9645278135969624,LR
0.11211211211211211,0.9648333978081803,LR
0.11311311311311312,0.96378961160982,LR
0.11411411411411411,0.9640958352141434,LR
0.11511511511511512,0.9643969250812944,LR
0.11611611611611611,0.9646930091852222,LR
0.11711711711711711,0.9636863560039003,LR
0.11811811811811812,0.9626988124387148,LR
0.11911911911911911,0.963000673749732,LR
0.12012012012012012,0.9620366559940988,LR
0.12112112112112113,0.9623385913917691,LR
0.12212212212212212,0.9626357506918481,LR
0.12312312312312312,0.9616988851389509,LR
0.12412412412412413,0.9607789101011908,LR
0.12512512512512514,0.9610804666068438,LR
0.12612612612612611,0.9613774232364742,LR
0.12712712712712712,0.9592976270786017,LR
0.12812812812812813,0.9584295041316226,LR
0.12912912912912913,0.9587384648549698,LR
0.13013013013013014,0.9578889613486485,LR
0.13113113113113112,0.9570538989326556,LR
0.13213213213213212,0.9562329125886135,LR
0.13313313313313313,0.9565476887379317,LR
0.13413413413413414,0.9568579712492586,LR
0.13513513513513514,0.9571638556285139,LR
0.13613613613613612,0.9574654346951742,LR
0.13713713713713713,0.9555811185251349,LR
0.13813813813813813,0.9558887900861978,LR
0.13913913913913914,0.9551193677307833,LR
0.14014014014014015,0.9554256518202162,LR
0.14114114114114115,0.955727785528156,LR
0.14214214214214213,0.9560258526155115,LR
0.14314314314314314,0.9552767708206223,LR
0.14414414414414414,0.9555735550969426,LR
0.14514514514514515,0.9558664279327025,LR
0.14614614614614616,0.9551340534086888,LR
0.14714714714714713,0.955425655508735,LR
0.14814814814814814,0.9557134931679756,LR
0.14914914914914915,0.9539986771747461,LR
0.15015015015015015,0.954291335784979,LR
0.15115115115115116,0.9535959309985036,LR
0.15215215215215216,0.9538871469199338,LR
0.15315315315315314,0.9541747319172159,LR
0.15415415415415415,0.9544587427084367,LR
0.15515515515515516,0.9547392553974761,LR
0.15615615615615616,0.9531108053863142,LR
0.15715715715715717,0.952451107752406,LR
0.15815815815815815,0.9518006574928664,LR
0.15915915915915915,0.9520892764374869,LR
0.16016016016016016,0.9514496994848358,LR
0.16116116116116116,0.9517367049029145,LR
0.16216216216216217,0.952020328748098,LR
0.16316316316316315,0.9513930217838703,LR
0.16416416416416416,0.9516750809404837,LR
0.16516516516516516,0.9519538868250509,LR
0.16616616616616617,0.9522294953778796,LR
0.16716716716716717,0.9507310647727351,LR
0.16816816816816815,0.9510099681793244,LR
0.16916916916916916,0.9512857329432902,LR
0.17017017017017017,0.9515584035447467,LR
0.17117117117117117,0.9518280380950681,LR
0.17217217217217218,0.95209468883328,LR
0.17317317317317318,0.9523584049962948,LR
0.17417417417417416,0.9526192347440555,LR
0.17517517517517517,0.9528772251888108,LR
0.17617617617617617,0.9522903178928525,LR
0.17717717717717718,0.9525470771279974,LR
0.1781781781781782,0.9519690094844229,LR
0.17917917917917917,0.9522245164244272,LR
0.18018018018018017,0.9516550441548317,LR
0.18118118118118118,0.9510925349778698,LR
0.18218218218218218,0.9497269228022651,LR
0.1831831831831832,0.9499879013873924,LR
0.1841841841841842,0.9502461854487242,LR
0.18518518518518517,0.9505018164863538,LR
0.18618618618618618,0.950754829176051,LR
0.1871871871871872,0.9502161892285961,LR
0.1881881881881882,0.9504678784138522,LR
0.1891891891891892,0.9507170365414209,LR
0.19019019019019018,0.9501871405886345,LR
0.19119119119119118,0.9504350155998298,LR
0.1921921921921922,0.9506804368943429,LR
0.1931931931931932,0.950923440712961,LR
0.1941941941941942,0.9511640575723843,LR
0.19519519519519518,0.9506449618826677,LR
0.1961961961961962,0.9508844036952973,LR
0.1971971971971972,0.9496242384364454,LR
0.1981981981981982,0.9491224158964351,LR
0.1991991991991992,0.9493651376529074,LR
0.20020020020020018,0.949605555423418,LR
0.2012012012012012,0.9498437018457038,LR
0.2022022022022022,0.9486225089297274,LR
0.2032032032032032,0.9488626549351712,LR
0.2042042042042042,0.9491005673577283,LR
0.20520520520520522,0.9493362772025052,LR
0.2062062062062062,0.9495698149036106,LR
0.2072072072072072,0.947671123333791,LR
0.2082082082082082,0.9479096013983703,LR
0.2092092092092092,0.9467432735667093,LR
0.21021021021021022,0.9469834316560608,LR
0.2112112112112112,0.9465275925988468,LR
0.2122122122122122,0.9453875869591305,LR
0.2132132132132132,0.9456300421870936,LR
0.21421421421421422,0.9451881856752481,LR
0.21521521521521522,0.945429213074913,LR
0.21621621621621623,0.945668130834114,LR
0.2172172172172172,0.9438894508079831,LR
0.2182182182182182,0.9434652555971755,LR
0.21921921921921922,0.9437088709812205,LR
0.22022022022022023,0.9426295464084129,LR
0.22122122122122123,0.9428743108408847,LR
0.2222222222222222,0.9431169964779985,LR
0.22322322322322322,0.9427064452019746,LR
0.22422422422422422,0.9429476291097509,LR
0.22522522522522523,0.9425416253254689,LR
0.22622622622622623,0.9421395573945089,LR
0.2272272272272272,0.9417413672477313,LR
0.22822822822822822,0.9419820611217851,LR
0.22922922922922923,0.9422207751560279,LR
0.23023023023023023,0.9418273584513994,LR
0.23123123123123124,0.9408115806807785,LR
0.23223223223223222,0.9410516656857597,LR
0.23323323323323322,0.9412898116295105,LR
0.23423423423423423,0.941526039625872,LR
0.23523523523523523,0.9411445069506856,LR
0.23623623623623624,0.9407665135383161,LR
0.23723723723723725,0.9403920103838505,LR
0.23823823823823823,0.9400209493826515,LR
0.23923923923923923,0.9378470283552496,LR
0.24024024024024024,0.9380899676556995,LR
0.24124124124124124,0.9377348390863466,LR
0.24224224224224225,0.9373829097931128,LR
0.24324324324324323,0.9376245177100363,LR
0.24424424424424424,0.9372760031263905,LR
0.24524524524524524,0.9363458893249711,LR
0.24624624624624625,0.9354251599413933,LR
0.24724724724724725,0.935091368960343,LR
0.24824824824824826,0.9353361743412096,LR
0.24924924924924924,0.9355791408125069,LR
0.2502502502502503,0.9352486304906042,LR
0.25125125125125125,0.9349209806320123,LR
0.25225225225225223,0.9340305180841647,LR
0.25325325325325326,0.9337111100366654,LR
0.25425425425425424,0.9317172024332897,LR
0.2552552552552553,0.9319667610473723,LR
0.25625625625625625,0.932214502875192,LR
0.25725725725725723,0.932460447676471,LR
0.25825825825825827,0.9327046137987408,LR
0.25925925925925924,0.9323985949500353,LR
0.2602602602602603,0.9326410850319155,LR
0.26126126126126126,0.9328818423959498,LR
0.26226226226226224,0.9325785374850953,LR
0.26326326326326327,0.932817670807648,LR
0.26426426426426425,0.9330550973390421,LR
0.2652652652652653,0.9327544792120153,LR
0.26626626626626626,0.9324562957904979,LR
0.26726726726726724,0.9326922391569347,LR
0.2682682682682683,0.9329265405516116,LR
0.26926926926926925,0.933159217048482,LR
0.2702702702702703,0.9318122918319817,LR
0.27127127127127126,0.932046809378065,LR
0.27227227227227224,0.932279719954923,LR
0.2732732732732733,0.9319912125993748,LR
0.27427427427427425,0.9306714884072405,LR
0.2752752752752753,0.9309061710376194,LR
0.27627627627627627,0.9306266018381646,LR
0.2772772772772773,0.9298392648837253,LR
0.2782782782782783,0.9285521980557442,LR
0.27927927927927926,0.9282854436516199,LR
0.2802802802802803,0.9285232612363782,LR
0.28128128128128127,0.9287595073810645,LR
0.2822822822822823,0.9289941974805499,LR
0.2832832832832833,0.929227342045976,LR
0.28428428428428426,0.9294589612155977,LR
0.2852852852852853,0.928699710206963,LR
0.2862862862862863,0.928931294090178,LR
0.2872872872872873,0.9281800209890194,LR
0.2882882882882883,0.9284115444953558,LR
0.28928928928928926,0.9281545833091995,LR
0.2902902902902903,0.9283845860440268,LR
0.2912912912912913,0.9276463754019182,LR
0.2922922922922923,0.926434176681706,LR
0.2932932932932933,0.9261885291418263,LR
0.29429429429429427,0.9254687385663325,LR
0.2952952952952953,0.9252285329280159,LR
0.2962962962962963,0.9235762501047959,LR
0.2972972972972973,0.9238139665139257,LR
0.2982982982982983,0.9231154036414533,LR
0.29929929929929927,0.9224225547140867,LR
0.3003003003003003,0.9221980173004541,LR
0.3013013013013013,0.9219750806334098,LR
0.3023023023023023,0.921753727661366,LR
0.3033033033033033,0.9219918217245727,LR
0.30430430430430433,0.9213157057979492,LR
0.3053053053053053,0.9215534507737352,LR
0.3063063063063063,0.9213365693000393,LR
0.3073073073073073,0.9211211983628185,LR
0.3083083083083083,0.9213571564014857,LR
0.30930930930930933,0.9211431034585428,LR
0.3103103103103103,0.9209305305523888,LR
0.3113113113113113,0.9207194223904939,LR
0.3123123123123123,0.9205097638902221,LR
0.3133133133133133,0.9194186937458732,LR
0.31431431431431434,0.9187759036873676,LR
0.3153153153153153,0.9181380813732949,LR
0.3163163163163163,0.9183759912954819,LR
0.3173173173173173,0.9177440012241391,LR
0.3183183183183183,0.9175489461073986,LR
0.31931931931931934,0.9169246337698629,LR
0.3203203203203203,0.9167337017023572,LR
0.3213213213213213,0.9165440385589638,LR
0.32232232232232233,0.915930007364627,LR
0.3233233233233233,0.9161684654822766,LR
0.32432432432432434,0.9159825297176423,LR
0.3253253253253253,0.9157978134854586,LR
0.3263263263263263,0.916034414615954,LR
0.32732732732732733,0.9150137168887228,LR
0.3283283283283283,0.9144175718150993,LR
0.32932932932932935,0.9146555014208033,LR
0.3303303303303303,0.9148921122787913,LR
0.3313313313313313,0.9151274123746028,LR
0.33233233233233234,0.9153614141689265,LR
0.3333333333333333,0.9151832422780181,LR
0.33433433433433435,0.9154157047098951,LR
0.3353353353353353,0.9156468968968969,LR
0.3363363363363363,0.9158768292180962,LR
0.33733733733733734,0.9161055119398406,LR
0.3383383383383383,0.9163329552172762,LR
0.33933933933933935,0.9165591665559516,LR
0.34034034034034033,0.9147703108928413,LR
0.34134134134134136,0.914598274467881,LR
0.34234234234234234,0.9148267178394177,LR
0.3433433433433433,0.9146554998673883,LR
0.34434434434434436,0.9144853413655127,LR
0.34534534534534533,0.9139207367168569,LR
0.34634634634634637,0.9141481636913421,LR
0.34734734734734735,0.9143743903065058,LR
0.3483483483483483,0.9145994266204605,LR
0.34934934934934936,0.9144318851502686,LR
0.35035035035035034,0.9142653623882293,LR
0.35135135135135137,0.9140998490743281,LR
0.35235235235235235,0.9143229759588084,LR
0.3533533533533533,0.9145449471646561,LR
0.35435435435435436,0.9143799475390589,LR
0.35535535535535534,0.9142159350351935,LR
0.3563563563563564,0.9136698410689162,LR
0.35735735735735735,0.913508986397015,LR
0.35835835835835833,0.9137297384921396,LR
0.35935935935935936,0.9131901343184327,LR
0.36036036036036034,0.913410393216511,LR
0.3613613613613614,0.9136295376890664,LR
0.36236236236236236,0.913471031942433,LR
0.36336336336336333,0.9136888297383825,LR
0.36436436436436437,0.9135310087288248,LR
0.36536536536536535,0.9137474758284326,LR
0.3663663663663664,0.9139628622689947,LR
0.36736736736736736,0.9141771761195733,LR
0.3683683683683684,0.9143904253691273,LR
0.36936936936936937,0.914232603374219,LR
0.37037037037037035,0.91407568893023,LR
0.3713713713713714,0.9139196728395073,LR
0.37237237237237236,0.9141312003100291,LR
0.3733733733733734,0.9132450506177594,LR
0.3743743743743744,0.9120020564540473,LR
0.37537537537537535,0.9107690440699352,LR
0.3763763763763764,0.9109852361741454,LR
0.37737737737737737,0.9112003836382372,LR
0.3783783783783784,0.9110557991731936,LR
0.3793793793793794,0.91055466793034,LR
0.38038038038038036,0.9107690456458867,LR
0.3813813813813814,0.9102716074420694,LR
0.38238238238238237,0.9101312546195383,LR
0.3833833833833834,0.9103448617418349,LR
0.3843843843843844,0.9102050274493578,LR
0.38538538538538536,0.9104173682190865,LR
0.3863863863863864,0.9099276608598521,LR
0.38738738738738737,0.9094410062089323,LR
0.3883883883883884,0.9093052127916065,LR
0.3893893893893894,0.9088233166814571,LR
0.39039039039039036,0.9076540123144844,LR
0.3913913913913914,0.9078684316880592,LR
0.3923923923923924,0.9073953881067233,LR
0.3933933933933934,0.9076092534720799,LR
0.3943943943943944,0.9071395362482239,LR
0.39539539539539537,0.9073528463907556,LR
0.3963963963963964,0.9068864084238162,LR
0.3973973973973974,0.9070991613234707,LR
0.3983983983983984,0.9069733281427707,LR
0.3993993993993994,0.9061755558101646,LR
0.40040040040040037,0.9063881595169994,LR
0.4014014014014014,0.9065998022845185,LR
0.4024024024024024,0.9064766008492158,LR
0.4034034034034034,0.9066870147694961,LR
0.4044044044044044,0.9068964818412212,LR
0.40540540540540543,0.907105010992813,LR
0.4064064064064064,0.9056601817444877,LR
0.4074074074074074,0.9055410501987808,LR
0.4084084084084084,0.90575074718708,LR
0.4094094094094094,0.905631953771661,LR
0.41041041041041043,0.905513771142653,LR
0.4114114114114114,0.9053961942354142,LR
0.4124124124124124,0.9046300701309948,LR
0.4134134134134134,0.9035460471955649,LR
0.4144144144144144,0.9037566043980868,LR
0.41541541541541543,0.9039662446945762,LR
0.4164164164164164,0.9028931997771302,LR
0.4174174174174174,0.9024652162288982,LR
0.4184184184184184,0.9020396834689146,LR
0.4194194194194194,0.9019334921067319,LR
0.42042042042042044,0.9018278288051155,LR
0.4214214214214214,0.9014074330047765,LR
0.4224224224224224,0.9016180790173218,LR
0.42342342342342343,0.9012003605675204,LR
0.4244244244244244,0.9001604555877579,LR
0.42542542542542544,0.900060609898888,LR
0.4264264264264264,0.9002718141607448,LR
0.4274274274274274,0.9004821279556584,LR
0.42842842842842843,0.899764002154512,LR
0.4294294294294294,0.899666096480145,LR
0.43043043043043044,0.8992614771291635,LR
0.4314314314314314,0.8988590969808249,LR
0.43243243243243246,0.8990695895503834,LR
0.43343343343343343,0.8986696814039455,LR
0.4344344344344344,0.8988795526922299,LR
0.43543543543543545,0.8990885567741743,LR
0.4364364364364364,0.8980867925417289,LR
0.43743743743743746,0.8982962842131385,LR
0.43843843843843844,0.8985049167481759,LR
0.4394394394394394,0.8972130865924971,LR
0.44044044044044045,0.897422730645027,LR
0.44144144144144143,0.897333279261912,LR
0.44244244244244246,0.8966498253729487,LR
0.44344344344344344,0.8959704906939374,LR
0.4444444444444444,0.8961804654334892,LR
0.44544544544544545,0.8949178038845287,LR
0.44644644644644643,0.8945423810126869,LR
0.44744744744744747,0.8947534738040415,LR
0.44844844844844844,0.8943802305725015,LR
0.4494494494494494,0.894299719420983,LR
0.45045045045045046,0.894509831218692,LR
0.45145145145145144,0.8944293671641432,LR
0.45245245245245247,0.8943492715643346,LR
0.45345345345345345,0.8942695437371146,LR
0.4544544544544544,0.8944778549645559,LR
0.45545545545545546,0.8941111826236385,LR
0.45645645645645644,0.8940325443417,LR
0.4574574574574575,0.8942398978007329,LR
0.45845845845845845,0.8941612999772525,LR
0.45945945945945943,0.8935146602439564,LR
0.46046046046046046,0.8937215470730003,LR
0.46146146146146144,0.8936446730789597,LR
0.4624624624624625,0.8932860263838581,LR
0.46346346346346345,0.8934919615232455,LR
0.46446446446446443,0.8928546802807316,LR
0.46546546546546547,0.8930604597262608,LR
0.46646646646646645,0.8929859419256377,LR
0.4674674674674675,0.89235455079145,LR
0.46846846846846846,0.8922819743394549,LR
0.4694694694694695,0.8902738683115852,LR
0.47047047047047047,0.88993111716303,LR
0.47147147147147145,0.8901391352155291,LR
0.4724724724724725,0.889798224955727,LR
0.47347347347347346,0.8900055830549979,LR
0.4744744744744745,0.8896664946628184,LR
0.4754754754754755,0.8896010604842436,LR
0.47647647647647645,0.8887223300939374,LR
0.4774774774774775,0.8883890270751585,LR
0.47847847847847846,0.8883268568449115,LR
0.4794794794794795,0.8885340077009506,LR
0.4804804804804805,0.8876668975253403,LR
0.48148148148148145,0.8868050733462691,LR
0.4824824824824825,0.8867469198321181,LR
0.48348348348348347,0.886423296764727,LR
0.4844844844844845,0.8863662208206303,LR
0.4854854854854855,0.8860449905648984,LR
0.48648648648648646,0.8859889756213066,LR
0.4874874874874875,0.8859331980688631,LR
0.48848848848848847,0.8853527809009641,LR
0.4894894894894895,0.8855604029983555,LR
0.4904904904904905,0.8855058955651782,LR
0.49149149149149146,0.8854516171310944,LR
0.4924924924924925,0.8848775181290229,LR
0.4934934934934935,0.884306486795077,LR
0.4944944944944945,0.8845136369910256,LR
0.4954954954954955,0.8847200470091113,LR
0.4964964964964965,0.8846679928804316,LR
0.4974974974974975,0.8846161546135526,LR
0.4984984984984985,0.8843080471651986,LR
0.4994994994994995,0.8837457440901255,LR
0.5005005005005005,0.8831863996919993,LR
0.5015015015015015,0.8831380981508341,LR
0.5025025025025025,0.8828364014568345,LR
0.5035035035035035,0.8830420878173842,LR
0.5045045045045045,0.8807267730278888,LR
0.5055055055055055,0.8804332627467265,LR
0.5065065065065065,0.8801411072907097,LR
0.5075075075075075,0.8803492298414624,LR
0.5085085085085085,0.8800584445896036,LR
0.5095095095095095,0.8797689917876353,LR
0.5105105105105106,0.8789858420484358,LR
0.5115115115115115,0.8787003197065982,LR
0.5125125125125125,0.878908544935315,LR
0.5135135135135135,0.878870127890833,LR
0.5145145145145145,0.8785865720291314,LR
0.5155155155155156,0.8783042994948493,LR
0.5165165165165165,0.8780233006925607,LR
0.5175175175175175,0.8782305022207235,LR
0.5185185185185185,0.8777078659801527,LR
0.5195195195195195,0.8769458405653884,LR
0.5205205205205206,0.8764291993863277,LR
0.5215215215215215,0.8759151466518457,LR
0.5225225225225225,0.8758833634386703,LR
0.5235235235235235,0.8756122643226668,LR
0.5245245245245245,0.874865085693795,LR
0.5255255255255256,0.8745975809054743,LR
0.5265265265265265,0.8745686339804398,LR
0.5275275275275275,0.8743028871891999,LR
0.5285285285285285,0.8740383078328323,LR
0.5295295295295295,0.8730684577026152,LR
0.5305305305305306,0.8728079451185331,LR
0.5315315315315315,0.8730170623625738,LR
0.5325325325325325,0.8725239253891266,LR
0.5335335335335335,0.8713348491380563,LR
0.5345345345345345,0.8703850362042989,LR
0.5355355355355356,0.869902513042953,LR
0.5365365365365365,0.8698831228167286,LR
0.5375375375375375,0.8698638059477344,LR
0.5385385385385385,0.8693855143444323,LR
0.5395395395395395,0.8693672143583935,LR
0.5405405405405406,0.8688921551628066,LR
0.5415415415415415,0.8688748532141632,LR
0.5425425425425425,0.8688576160754574,LR
0.5435435435435435,0.8688404433833914,LR
0.5445445445445445,0.8685968146317027,LR
0.5455455455455456,0.8676769866972713,LR
0.5465465465465466,0.8678873195214792,LR
0.5475475475475475,0.8678720833544964,LR
0.5485485485485485,0.8669601298854956,LR
0.5495495495495496,0.8660534011751879,LR
0.5505505505505506,0.8660416379576809,LR
0.5515515515515516,0.8660299180297188,LR
0.5525525525525525,0.8660182411529106,LR
0.5535535535535535,0.8651217170610174,LR
0.5545545545545546,0.8646707848100715,LR
0.5555555555555556,0.8642219451154411,LR
0.5565565565565566,0.864213646331741,LR
0.5575575575575575,0.8637677078818082,LR
0.5585585585585585,0.8633238255498306,LR
0.5595595595595596,0.8630995338537555,LR
0.5605605605605606,0.8633105830711573,LR
0.5615615615615616,0.8633039977909589,LR
0.5625625625625625,0.8628645709938473,LR
0.5635635635635635,0.8630747992695795,LR
0.5645645645645646,0.8624221787985505,LR
0.5655655655655656,0.8622023243816069,LR
0.5665665665665666,0.8619833585703346,LR
0.5675675675675675,0.8621932294647673,LR
0.5685685685685685,0.8621887064899649,LR
0.5695695695695696,0.8619709264482553,LR
0.5705705705705706,0.8613287515153926,LR
0.5715715715715716,0.8604779868434154,LR
0.5725725725725725,0.8596318673513875,LR
0.5735735735735735,0.8598425015182949,LR
0.5745745745745746,0.8598421348499239,LR
0.5755755755755756,0.8596318654070992,LR
0.5765765765765766,0.8594224286042137,LR
0.5775775775775776,0.8594227916170233,LR
0.5785785785785785,0.8585893175090732,LR
0.5795795795795796,0.8585911165655101,LR
0.5805805805805806,0.8581780294796482,LR
0.5815815815815816,0.857766757968454,LR
0.5825825825825826,0.8577699550260642,LR
0.5835835835835835,0.857979269259687,LR
0.5845845845845846,0.8577763171285188,LR
0.5855855855855856,0.857984908302893,LR
0.5865865865865866,0.8571679940201554,LR
0.5875875875875876,0.8571721800143354,LR
0.5885885885885885,0.8573804423959223,LR
0.5895895895895896,0.856976859545047,LR
0.5905905905905906,0.8563720058626311,LR
0.5915915915915916,0.8563775004148682,LR
0.5925925925925926,0.8559785915352917,LR
0.5935935935935935,0.8559847261548919,LR
0.5945945945945946,0.8553869994587289,LR
0.5955955955955956,0.8549926803126543,LR
0.5965965965965966,0.8546000461872277,LR
0.5975975975975976,0.8544087081230007,LR
0.5985985985985985,0.8544173888613953,LR
0.5995995995995996,0.8544260410367334,LR
0.6006006006006006,0.8538390288592447,LR
0.6016016016016016,0.8532547723888584,LR
0.6026026026026026,0.8526732522690934,LR
0.6036036036036035,0.8526846995577982,LR
0.6046046046046046,0.8517144127218016,LR
0.6056056056056056,0.8515316285171635,LR
0.6066066066066066,0.8515448688362446,LR
0.6076076076076076,0.851558066181846,LR
0.6086086086086087,0.8511818836669317,LR
0.6096096096096096,0.85138993339473,LR
0.6106106106106106,0.8515974024594976,LR
0.6116116116116116,0.8514166549077119,LR
0.6126126126126126,0.8510432858799498,LR
0.6136136136136137,0.8512501361410834,LR
0.6146146146146146,0.8514564123960298,LR
0.6156156156156156,0.851469579173154,LR
0.6166166166166166,0.8514827038407823,LR
0.6176176176176176,0.8513039471123218,LR
0.6186186186186187,0.8511258437919029,LR
0.6196196196196196,0.851330595712519,LR
0.6206206206206206,0.851343856505383,LR
0.6216216216216216,0.8513570740206775,LR
0.6226226226226226,0.8511800074221629,LR
0.6236236236236237,0.8502449991850745,LR
0.6246246246246246,0.8504490999608014,LR
0.6256256256256256,0.8504636357209365,LR
0.6266266266266266,0.8502894953782,LR
0.6276276276276276,0.8499278124218699,LR
0.6286286286286287,0.8497552979819956,LR
0.6296296296296297,0.8486475454960042,LR
0.6306306306306306,0.8488514746053742,LR
0.6316316316316316,0.8488683448714823,LR
0.6326326326326326,0.8488851626434699,LR
0.6336336336336337,0.8485303012321881,LR
0.6346346346346347,0.8483621798429533,LR
0.6356356356356356,0.848009694134142,LR
0.6366366366366366,0.8476586085015113,LR
0.6376376376376376,0.8473089136552244,LR
0.6386386386386387,0.8471442366763275,LR
0.6396396396396397,0.8464305463184432,LR
0.6406406406406406,0.8464508568857466,LR
0.6416416416416416,0.8462886196598751,LR
0.6426426426426426,0.8457629216465811,LR
0.6436436436436437,0.8452395086559114,LR
0.6446446446446447,0.8448993276837927,LR
0.6456456456456456,0.8447410870371236,LR
0.6466466466466466,0.844583394597749,LR
0.6476476476476476,0.8435274078554442,LR
0.6486486486486487,0.8431933276909667,LR
0.6496496496496497,0.8433971031764333,LR
0.6506506506506506,0.8428858401824959,LR
0.6516516516516516,0.8423767647304515,LR
0.6526526526526526,0.842225012563838,LR
0.6536536536536537,0.8422511304528943,LR
0.6546546546546547,0.8424543350159368,LR
0.6556556556556556,0.8419495411053292,LR
0.6566566566566566,0.8414468882295263,LR
0.6576576576576576,0.8414739823665315,LR
0.6586586586586587,0.8407986732970789,LR
0.6596596596596597,0.840301416454319,LR
0.6606606606606606,0.8399807779743411,LR
0.6616616616616616,0.8398355546639206,LR
0.6626626626626626,0.8393431333975345,LR
0.6636636636636637,0.8391995278544137,LR
0.6646646646646647,0.8390564039793652,LR
0.6656656656656657,0.8387409848884033,LR
0.6666666666666666,0.8377379144036647,LR
0.6676676676676676,0.8374264006951951,LR
0.6686686686686687,0.8367735956776486,LR
0.6696696696696697,0.8366359763780356,LR
0.6706706706706707,0.8366693811161536,LR
