fpr,tpr
0.0,0.0
0.0,0.09528130671506352
0.0,0.13611615245009073
0.0,0.1515426497277677
0.0,0.17695099818511797
0.0,0.18784029038112524
0.0,0.20780399274047187
0.0,0.22232304900181488
0.0,0.23502722323049002
0.0,0.2395644283121597
0.0,0.24682395644283123
0.0,0.25226860254083483
0.0,0.25862068965517243
0.0,0.2613430127041742
0.0,0.2631578947368421
0.0,0.26678765880217786
0.0,0.2676950998185118
0.0,0.2695099818511797
0.0,0.2731397459165154
0.0,0.27404718693284935
0.0,0.2776769509981851
0.0,0.28039927404718695
0.0,0.2822141560798548
0.0,0.28584392014519056
0.0,0.28765880217785844
0.0,0.29038112522686027
0.0,0.294010889292196
0.0,0.29945553539019965
0.0,0.3003629764065336
0.0,0.3039927404718693
0.0,0.30490018148820325
0.0,0.30671506352087113
0.0,0.308529945553539
0.0,0.3139745916515426
0.0,0.3176043557168784
0.0,0.3194192377495463
0.0,0.3203266787658802
0.0,0.3221415607985481
0.0,0.32304900181488205
0.0,0.3257713248638838
0.0,0.3294010889292196
0.0,0.33212341197822143
0.0,0.3339382940108893
0.0,0.3366606170598911
0.0,0.34029038112522686
0.0,0.3448275862068966
0.0,0.3466424682395644
0.0,0.3484573502722323
0.0,0.3502722323049002
0.0,0.35208711433756806
0.0,0.35390199637023595
0.0,0.3548094373865699
0.0,0.3566243194192377
0.0,0.35753176043557167
0.0,0.3602540834845735
0.0,0.3620689655172414
0.0,0.3647912885662432
0.0,0.3666061705989111
0.0,0.367513611615245
0.0,0.36932849364791287
0.0,0.3702359346642468
0.0,0.3720508166969147
0.0,0.3738656987295826
0.0,0.3793103448275862
0.0,0.3811252268602541
0.0,0.38475499092558985
0.0,0.38656987295825773
0.0,0.3892921960072595
0.0,0.3929219600725953
0.0,0.39473684210526316
0.0,0.39655172413793105
0.0,0.40199637023593465
0.0,0.40381125226860254
0.0,0.4047186932849365
0.0,0.40653357531760437
0.0,0.4128856624319419
0.0,0.4147005444646098
0.0,0.41833030852994557
0.0,0.42014519056261346
0.0,0.4237749546279492
0.0,0.42558983666061706
0.0,0.426497277676951
0.0,0.4283121597096189
0.0,0.43466424682395643
0.0,0.4364791288566243
0.0,0.44283121597096187
0.0,0.44464609800362975
0.0,0.4455535390199637
0.0,0.4482758620689655
0.0,0.46007259528130673
0.0,0.4618874773139746
0.0,0.4673321234119782
0.0,0.47005444646098005
0.0,0.5626134301270418
0.000931098696461825,0.5626134301270418
0.000931098696461825,0.5798548094373865
0.000931098696461825,0.5816696914700544
0.000931098696461825,0.5998185117967332
0.000931098696461825,0.6016333938294011
0.00186219739292365,0.6016333938294011
0.00186219739292365,0.6333938294010889
0.00186219739292365,0.6352087114337568
0.00186219739292365,0.6787658802177858
0.0037243947858473,0.6787658802177858
0.0037243947858473,0.7250453720508166
0.004655493482309125,0.7250453720508166
0.004655493482309125,0.7295825771324864
0.00558659217877095,0.7304900181488203
0.00558659217877095,0.7513611615245009
0.006517690875232775,0.7513611615245009
0.006517690875232775,0.7613430127041743
0.0074487895716946,0.7613430127041743
0.0074487895716946,0.7731397459165155
0.008379888268156424,0.7731397459165155
0.008379888268156424,0.7921960072595281
0.00931098696461825,0.7921960072595281
0.00931098696461825,0.8421052631578947
0.010242085661080074,0.8421052631578947
0.010242085661080074,0.8511796733212341
0.0111731843575419,0.8511796733212341
0.0111731843575419,0.8611615245009074
0.012104283054003724,0.8611615245009074
0.012104283054003724,0.8638838475499092
0.01303538175046555,0.8638838475499092
0.01303538175046555,0.8802177858439202
0.013966480446927373,0.8802177858439202
0.013966480446927373,0.8865698729582577
0.0148975791433892,0.8865698729582577
0.0148975791433892,0.8938294010889292
0.015828677839851025,0.8938294010889292
0.015828677839851025,0.9010889292196007
0.01675977653631285,0.9010889292196007
0.01675977653631285,0.9074410163339383
0.017690875232774673,0.9074410163339383
0.017690875232774673,0.9183303085299456
0.0186219739292365,0.9183303085299456
0.0186219739292365,0.9192377495462795
0.019553072625698324,0.9192377495462795
0.019553072625698324,0.9228675136116152
0.020484171322160148,0.9228675136116152
0.020484171322160148,0.926497277676951
0.021415270018621976,0.926497277676951
0.021415270018621976,0.9283121597096189
0.023277467411545624,0.9283121597096189
0.023277467411545624,0.9292196007259528
0.024208566108007448,0.9292196007259528
0.024208566108007448,0.9319419237749547
0.025139664804469275,0.9319419237749547
0.025139664804469275,0.9328493647912885
0.0260707635009311,0.9328493647912885
0.0260707635009311,0.9446460980036298
0.027001862197392923,0.9446460980036298
0.027001862197392923,0.9455535390199638
0.027932960893854747,0.9455535390199638
0.027932960893854747,0.9509981851179673
0.028864059590316574,0.9509981851179673
0.028864059590316574,0.9519056261343013
0.0297951582867784,0.9519056261343013
0.0297951582867784,0.9546279491833031
0.030726256983240222,0.9546279491833031
0.030726256983240222,0.956442831215971
0.032588454376163874,0.956442831215971
0.032588454376163874,0.957350272232305
0.035381750465549346,0.957350272232305
0.035381750465549346,0.9582577132486388
0.037243947858473,0.9582577132486388
0.037243947858473,0.9637023593466425
0.038175046554934824,0.9637023593466425
0.038175046554934824,0.9646098003629764
0.03910614525139665,0.9646098003629764
0.03910614525139665,0.9664246823956443
0.04003724394785847,0.9664246823956443
0.04003724394785847,0.9682395644283122
0.040968342644320296,0.9682395644283122
0.040968342644320296,0.969147005444646
0.043761638733705775,0.969147005444646
0.043761638733705775,0.97005444646098
0.04655493482309125,0.97005444646098
0.04655493482309125,0.9718693284936479
0.048417132216014895,0.9718693284936479
0.048417132216014895,0.9727767695099818
0.049348230912476726,0.9727767695099818
0.049348230912476726,0.9736842105263158
0.05307262569832402,0.9736842105263158
0.05307262569832402,0.9754990925589837
0.054003724394785846,0.9754990925589837
0.054003724394785846,0.9773139745916516
0.05493482309124767,0.9773139745916516
0.05493482309124767,0.9782214156079855
0.06052141527001862,0.9782214156079855
0.06052141527001862,0.9791288566243194
0.06238361266294227,0.9791288566243194
0.06238361266294227,0.9800362976406534
0.06517690875232775,0.9800362976406534
0.06517690875232775,0.9818511796733213
0.06983240223463687,0.9818511796733213
0.06983240223463687,0.9827586206896551
0.07169459962756052,0.9827586206896551
0.07169459962756052,0.9836660617059891
0.07914338919925512,0.9836660617059891
0.07914338919925512,0.984573502722323
0.08100558659217877,0.984573502722323
0.08100558659217877,0.9872958257713249
0.08472998137802606,0.9872958257713249
0.08472998137802606,0.9891107078039928
0.09031657355679702,0.9891107078039928
0.09031657355679702,0.9900181488203267
0.0931098696461825,0.9900181488203267
0.0931098696461825,0.9918330308529946
0.09404096834264432,0.9918330308529946
0.09404096834264432,0.9927404718693285
0.09962756052141528,0.9927404718693285
0.09962756052141528,0.9936479128856625
0.11452513966480447,0.9936479128856625
0.11452513966480447,0.9945553539019963
0.12756052141527002,0.9945553539019963
0.12756052141527002,0.9954627949183303
0.1424581005586592,0.9954627949183303
0.1424581005586592,0.9963702359346642
0.1601489757914339,0.9963702359346642
0.1601489757914339,0.9972776769509982
0.18342644320297952,0.9972776769509982
0.18342644320297952,0.9981851179673321
0.2737430167597765,0.9981851179673321
0.2737430167597765,0.9990925589836661
0.36778398510242083,0.9990925589836661
0.36778398510242083,1.0
1.0,1.0
