recall,precision,Species
1.0,0.5181672988620483,TX2783_test
0.9998169909458674,0.5185643878035131,TX2783_test
0.9998073588903867,0.5195977103320762,TX2783_test
0.9998073588903867,0.5206401902592548,TX2783_test
0.9998073588903867,0.5216868616966135,TX2783_test
0.9998073588903867,0.5227377499743586,TX2783_test
0.9998073588903867,0.5237928806272092,TX2783_test
0.9998073588903867,0.5248522793964658,TX2783_test
0.9998073588903867,0.5259159722321043,TX2783_test
0.9998073588903867,0.5269839852948932,TX2783_test
0.9998073588903867,0.5280563449585405,TX2783_test
0.9998073588903867,0.5291330778118631,TX2783_test
0.9998073588903867,0.530214210660985,TX2783_test
0.9998073588903867,0.5312997705315612,TX2783_test
0.9998073588903867,0.5323897846710308,TX2783_test
0.999768830668464,0.533463705477325,TX2783_test
0.9996147177807743,0.5344802833091322,TX2783_test
0.9996147177807743,0.5355836133634677,TX2783_test
0.9996147177807743,0.5366915080606298,TX2783_test
0.9996147177807743,0.5378039957862703,TX2783_test
0.9996147177807743,0.538921105161888,TX2783_test
0.9996147177807743,0.5400428650472839,TX2783_test
0.9996147177807743,0.5411693045430461,TX2783_test
0.9996147177807743,0.5423004529930663,TX2783_test
0.9996147177807743,0.5434363399870881,TX2783_test
0.9996147177807743,0.544576995363287,TX2783_test
0.9996147177807743,0.5457224492108833,TX2783_test
0.9996147177807743,0.5468727318727876,TX2783_test
0.9996147177807743,0.5480278739482802,TX2783_test
0.9994220766711617,0.5490820693509773,TX2783_test
0.9994220766711617,0.5502467985860899,TX2783_test
0.9994220766711617,0.5514164796436816,TX2783_test
0.9994220766711617,0.5525911441698931,TX2783_test
0.9994220766711617,0.553770824081101,TX2783_test
0.9994220766711617,0.5549555515668062,TX2783_test
0.9993739163937583,0.5561185379354188,TX2783_test
0.999229435561549,0.5572328506675215,TX2783_test
0.999229435561549,0.5584326854733793,TX2783_test
0.9991331150067424,0.5595837231193245,TX2783_test
0.9988730495087651,0.5606478756380611,TX2783_test
0.9988441533423232,0.5618466732748345,TX2783_test
0.9988441533423232,0.5630669526111329,TX2783_test
0.9988441533423232,0.5642925441562792,TX2783_test
0.9988441533423232,0.5655234826741965,TX2783_test
0.9988441533423232,0.5667598032328058,TX2783_test
0.9988441533423232,0.5680015412073556,TX2783_test
0.9988441533423232,0.5692487322837962,TX2783_test
0.9988441533423232,0.5705014124621973,TX2783_test
0.9988441533423232,0.5717596180602137,TX2783_test
0.9988441533423232,0.5730233857165936,TX2783_test
0.9988441533423232,0.5742927523947354,TX2783_test
0.9988441533423232,0.5755677553862922,TX2783_test
0.9988441533423232,0.5768484323148226,TX2783_test
0.9988248892313623,0.57812365980233,TX2783_test
0.9985744557888655,0.57927047931591,TX2783_test
0.9984588711230981,0.5805008861290598,TX2783_test
0.9984588711230981,0.5818041389146222,TX2783_test
0.9984588711230981,0.5831132566016972,TX2783_test
0.9984588711230981,0.5844282788694506,TX2783_test
0.9984588711230981,0.5857492457557918,TX2783_test
0.9984588711230981,0.5870761976614368,TX2783_test
0.9984588711230981,0.588409175354027,TX2783_test
0.9984588711230981,0.5897482199723053,TX2783_test
0.9984588711230981,0.5910933730303465,TX2783_test
0.9984588711230981,0.5924446764218491,TX2783_test
0.9984588711230981,0.5938021724244844,TX2783_test
0.9984588711230981,0.5951659037043041,TX2783_test
0.9984588711230981,0.5965359133202125,TX2783_test
0.9984588711230981,0.5979122447284977,TX2783_test
0.9984588711230981,0.599294941787425,TX2783_test
0.9984588711230981,0.6006840487618985,TX2783_test
0.9983914467347332,0.6020389221139388,TX2783_test
0.9982084376806009,0.6033302778341338,TX2783_test
0.9980735889038715,0.6046568648383351,TX2783_test
0.9980735889038715,0.6060715163314276,TX2783_test
0.9980639568483909,0.6074869335370636,TX2783_test
0.9978809477942591,0.608803241360614,TX2783_test
0.9978809477942591,0.6102376615822598,TX2783_test
0.9978809477942591,0.611678857134659,TX2783_test
0.9976883066846465,0.6130085118734976,TX2783_test
0.9976883066846465,0.6144631220295885,TX2783_test
0.9976883066846465,0.6159246519083575,TX2783_test
0.9976883066846465,0.6173931510042484,TX2783_test
0.9976883066846465,0.6188686692848562,TX2783_test
0.9976883066846465,0.6203512571965945,TX2783_test
0.9976883066846465,0.6218409656704446,TX2783_test
0.9976883066846465,0.6233378461277876,TX2783_test
0.9976883066846465,0.6248419504863222,TX2783_test
0.9976883066846465,0.6263533311660646,TX2783_test
0.9976883066846465,0.6278720410954415,TX2783_test
0.9976883066846465,0.6293981337174666,TX2783_test
0.9976883066846465,0.63093166299601,TX2783_test
0.9976883066846465,0.63247268342216,TX2783_test
0.9976883066846465,0.634021250020676,TX2783_test
0.9975438258524371,0.6354853486031653,TX2783_test
0.9974186091311885,0.6369689746257909,TX2783_test
0.9971585436332113,0.6383736062890086,TX2783_test
0.9971103833558083,0.6399212005406257,TX2783_test
0.9969370063571568,0.6413958643737059,TX2783_test
0.9969177422461953,0.6429772822602685,TX2783_test
0.9969177422461953,0.644579020928253,TX2783_test
0.9969177422461953,0.6461887598017838,TX2783_test
0.9969177422461953,0.6478065589689037,TX2783_test
0.9969177422461953,0.649432479120913,TX2783_test
0.9968021575804279,0.6509910575983141,TX2783_test
0.9967251011365829,0.6525828008776162,TX2783_test
0.9967251011365829,0.6542331353123612,TX2783_test
0.9965420920824503,0.6557714019023708,TX2783_test
0.9965324600269698,0.6574318838555941,TX2783_test
0.9965324600269698,0.6591071914753796,TX2783_test
0.9965324600269698,0.660791059153105,TX2783_test
0.9962723945289923,0.6623105939570392,TX2783_test
0.9961471778077439,0.6639279494621321,TX2783_test
0.9961471778077439,0.6656372335713289,TX2783_test
0.9961471778077439,0.6673553415145149,TX2783_test
0.9961471778077439,0.6690823417954388,TX2783_test
0.9961471778077439,0.6708183036287917,TX2783_test
0.9961471778077439,0.6725632969494575,TX2783_test
0.9961471778077439,0.6743173924219025,TX2783_test
0.9961471778077439,0.6760806614497146,TX2783_test
0.9960508572529377,0.6777875714364212,TX2783_test
0.9957618955885186,0.6793721454864919,TX2783_test
0.9957618955885186,0.68116267834279,TX2783_test
0.9957618955885186,0.6829626742946344,TX2783_test
0.99548256597958,0.6845800580879964,TX2783_test
0.9953188210364095,0.6862858141699375,TX2783_test
0.9951839722596801,0.6880206495003394,TX2783_test
0.9951839722596801,0.6898581909687467,TX2783_test
0.9951839722596801,0.6917055740104057,TX2783_test
0.9951743402041995,0.6935561565689478,TX2783_test
0.9948179541514157,0.6951743946337923,TX2783_test
0.9946927374301676,0.696963325097993,TX2783_test
0.9944037757657485,0.6986469181770854,TX2783_test
0.9942207667116169,0.7004143530687983,TX2783_test
0.9938643806588322,0.7020687931956712,TX2783_test
0.9936428433827779,0.7038279584261729,TX2783_test
0.9936428433827779,0.7057540139327454,TX2783_test
0.9936428433827779,0.7076906398398851,TX2783_test
0.993479098439607,0.7095209562395748,TX2783_test
0.9932671932190329,0.7113268482272794,TX2783_test
0.9930649200539394,0.713149793232646,TX2783_test
0.9928722789443272,0.7149896572408785,TX2783_test
0.9925640531689467,0.7167563443712628,TX2783_test
0.9923521479483723,0.7186026421554856,TX2783_test
0.9921980350606816,0.7205012242517428,TX2783_test
0.9921017145058751,0.7224526014998791,TX2783_test
0.9921017145058751,0.7244852484744501,TX2783_test
0.992053554228472,0.7264940598331427,TX2783_test
0.9919090733962627,0.7284435773611536,TX2783_test
0.9916586399537664,0.7303259994216228,TX2783_test
0.9913311500674242,0.7321623129125957,TX2783_test
0.9911385089578116,0.7341090793737459,TX2783_test
0.9908495472933927,0.7359952770937411,TX2783_test
0.9903294162974376,0.7377201297105743,TX2783_test
0.9901560392987865,0.7397140980156806,TX2783_test
0.9899826623001349,0.7417195005452257,TX2783_test
0.9897514929685993,0.7436929712530013,TX2783_test
0.9894817954151416,0.7456490165964842,TX2783_test
0.9894047389712964,0.7477620470078797,TX2783_test
0.9894047389712964,0.7499457751401181,TX2783_test
0.9892506260836063,0.7520250886377655,TX2783_test
0.9890194567520713,0.7540579690857951,TX2783_test
0.9890194567520713,0.7562795469177594,TX2783_test
0.9888846079753417,0.7584107383926152,TX2783_test
0.9884415334232323,0.7603176626069682,TX2783_test
0.9880658832594877,0.762287834798505,TX2783_test
0.988056251204007,0.764552998350098,TX2783_test
0.9879791947601617,0.7667793156812173,TX2783_test
0.9876131766518977,0.768794055438496,TX2783_test
0.9874783278751685,0.7710015576265079,TX2783_test
0.9872760547100754,0.7731694661934967,TX2783_test
0.987093045655943,0.7753656504768529,TX2783_test
0.987093045655943,0.7777193480909197,TX2783_test
0.987093045655943,0.7800873789807073,TX2783_test
0.987093045655943,0.7824698744738777,TX2783_test
0.9869004045463307,0.784713680225647,TX2783_test
0.9864765941051818,0.7867869905769906,TX2783_test
0.9860142554421113,0.7888423630387912,TX2783_test
0.9856097091119247,0.7909567505970836,TX2783_test
0.9852918512810633,0.7931539779755297,TX2783_test
0.9848487767289542,0.7952638219240027,TX2783_test
0.9845501830090541,0.7975039225973012,TX2783_test
0.9842708534001157,0.7997735617214374,TX2783_test
0.9838085147370451,0.8019084732854489,TX2783_test
0.9836255056829126,0.8042851401767557,TX2783_test
0.9834906569061838,0.8067162687533035,TX2783_test
0.9832787516856099,0.8090994707190126,TX2783_test
0.9827393565786939,0.8112272769324124,TX2783_test
